contrast	category	method	direction	ontology	GO_ID	term_label	p_adjust	effect	effect_fmt	padj_fmt
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0003344	BP: pericardium morphogenesis	0.070404471550094	1.83384474489826	1.83	7.04e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0060972	BP: left/right pattern formation	0.0705466031881217	1.76702734506632	1.77	7.05e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0048048	BP: embryonic eye morphogenesis	0.0725663215025744	1.75801760244707	1.76	7.26e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0035909	BP: aorta morphogenesis	0.0836354474362784	1.82174762483228	1.82	8.36e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0061029	BP: eyelid development in camera-type eye	0.0881106533313541	1.68895012732991	1.69	8.81e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0061053	BP: somite development	0.0886111887891061	1.58779936393928	1.59	8.86e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0033339	BP: pectoral fin development	0.0945853762563885	1.55813846059784	1.56	9.46e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0060039	BP: pericardium development	0.0948807517601995	1.77888370411778	1.78	9.49e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0007281	BP: germ cell development	0.0992953170196517	1.58679647303535	1.59	9.93e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0048565	BP: digestive tract development	0.0992953170196517	1.54660968820061	1.55	9.93e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0007417	BP: central nervous system development	0.0992953170196517	1.41231753746039	1.41	9.93e-02
P_OL_vs_N_OD	development_patterning	GSEA	NES_positive	BP	GO:0048745	BP: smooth muscle tissue development	0.0994583828207419	1.70880237146959	1.71	9.95e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0030240	BP: skeletal muscle thin filament assembly	1.48511383281276e-10	-2.68587568108255	-2.69	1.49e-10
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0007519	BP: skeletal muscle tissue development	5.7372962305173e-10	-2.51296237639455	-2.51	5.74e-10
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0030241	BP: skeletal muscle myosin thick filament assembly	1.47893544912272e-09	-2.60989102938357	-2.61	1.48e-09
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0048739	BP: cardiac muscle fiber development	3.32706542520477e-09	-2.58907284148099	-2.59	3.33e-09
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0048741	BP: skeletal muscle fiber development	1.06473202344807e-08	-2.51744733618927	-2.52	1.06e-08
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0055008	BP: cardiac muscle tissue morphogenesis	1.19079446963378e-07	-2.50741651061415	-2.51	1.19e-07
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0035115	BP: embryonic forelimb morphogenesis	4.15810519286567e-06	2.40532260499303	2.41	4.16e-06
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0014866	BP: skeletal myofibril assembly	4.53776045219946e-06	-2.38236585199745	-2.38	4.54e-06
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0003009	BP: skeletal muscle contraction	9.02931346273048e-06	-2.3490711099053	-2.35	9.03e-06
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0008544	BP: epidermis development	0.000517579871856197	2.16291752139019	2.16	5.18e-04
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0048701	BP: embryonic cranial skeleton morphogenesis	0.00106375009260476	1.97078406177791	1.97	1.06e-03
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0007275	BP: multicellular organism development	0.00223947466347243	1.69326314035801	1.69	2.24e-03
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0048738	BP: cardiac muscle tissue development	0.00414408149183325	-2.02755174838278	-2.03	4.14e-03
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0035914	BP: skeletal muscle cell differentiation	0.00509159681762692	-1.98989759573514	-1.99	5.09e-03
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0055010	BP: ventricular cardiac muscle tissue morphogenesis	0.00911431460488615	-2.04784647584003	-2.05	9.11e-03
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0007517	BP: muscle organ development	0.0130698648873476	-1.86135559581942	-1.86	1.31e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0062009	BP: secondary palate development	0.0136418335653195	2.03723019166592	2.04	1.36e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0007492	BP: endoderm development	0.0187396322480412	1.94224399227001	1.94	1.87e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0035116	BP: embryonic hindlimb morphogenesis	0.0410275610863988	1.82463236454537	1.82	4.10e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0021915	BP: neural tube development	0.0411091246761213	1.81820814639567	1.82	4.11e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0030917	BP: midbrain-hindbrain boundary development	0.0462169460021959	1.85424554666985	1.85	4.62e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0048593	BP: camera-type eye morphogenesis	0.0539651258132516	-1.86122532526085	-1.86	5.40e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0048747	BP: muscle fiber development	0.0560714291098461	-1.79431028001986	-1.79	5.61e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0048570	BP: notochord morphogenesis	0.0618995934212031	1.9193445865973	1.92	6.19e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0060323	BP: head morphogenesis	0.063169405715379	1.90372959326136	1.90	6.32e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0008584	BP: male gonad development	0.0640570064525577	1.72367774524997	1.72	6.41e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0021592	BP: fourth ventricle development	0.0641783858615822	1.84940813870295	1.85	6.42e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0033334	BP: fin morphogenesis	0.0666640322832604	-1.82157913936347	-1.82	6.67e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0061061	BP: muscle structure development	0.0676912163993906	-1.83642609110979	-1.84	6.77e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0035622	BP: intrahepatic bile duct development	0.0691194068169251	1.78202034332124	1.78	6.91e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0009888	BP: tissue development	0.0704483572038908	1.71849234940193	1.72	7.04e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0008585	BP: female gonad development	0.0755584512612626	1.77098038639155	1.77	7.56e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0042733	BP: embryonic digit morphogenesis	0.0755584512612626	1.67164024181294	1.67	7.56e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0021555	BP: midbrain-hindbrain boundary morphogenesis	0.0756822696200818	1.81428341230099	1.81	7.57e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0003382	BP: epithelial cell morphogenesis	0.0800793283274971	1.75514309705798	1.76	8.01e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0048845	BP: venous blood vessel morphogenesis	0.0881477384202389	1.78810070019185	1.79	8.81e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_positive	BP	GO:0030324	BP: lung development	0.0908651641849514	1.56386535751851	1.56	9.09e-02
P_OL_vs_P_BL	development_patterning	GSEA	NES_negative	BP	GO:0007507	BP: heart development	0.0908651641849514	-1.39702983344696	-1.40	9.09e-02
P_OL_vs_P_BL	development_patterning	ORA	all	BP	GO:0055010	BP: ventricular cardiac muscle tissue morphogenesis	0.00107902433792985	10.4229874340041	10.42	1.08e-03
P_OL_vs_P_BL	development_patterning	ORA	all	BP	GO:0003009	BP: skeletal muscle contraction	0.0159204027997646	7.34182261016211	7.34	1.59e-02
P_OL_vs_P_BL	development_patterning	ORA	all	BP	GO:0060348	BP: bone development	0.0309302646985169	5.90677822866898	5.91	3.09e-02
P_OL_vs_P_BL	development_patterning	ORA	all	BP	GO:0033334	BP: fin morphogenesis	0.0699739237043509	6.0909805366318	6.09	7.00e-02
P_OL_vs_P_BL	development_patterning	ORA	all	BP	GO:0048593	BP: camera-type eye morphogenesis	0.0699739237043509	6.0909805366318	6.09	7.00e-02
P_OL_vs_P_BL	development_patterning	ORA	all	BP	GO:0002076	BP: osteoblast development	0.0733359517715373	5.67441014832418	5.67	7.33e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0007275	BP: multicellular organism development	0.00011604239109364	1.88013267707049	1.88	1.16e-04
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0060065	BP: uterus development	0.0119180052999762	2.19693873347549	2.20	1.19e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_negative	BP	GO:0070584	BP: mitochondrion morphogenesis	0.0137108395450065	-2.11279276016029	-2.11	1.37e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0048703	BP: embryonic viscerocranium morphogenesis	0.0138396410806215	1.76510465764626	1.77	1.38e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0062009	BP: secondary palate development	0.0157235343899483	2.14277617813551	2.14	1.57e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0035116	BP: embryonic hindlimb morphogenesis	0.015851582601489	1.96491131804061	1.96	1.59e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0035115	BP: embryonic forelimb morphogenesis	0.0160418345748121	2.00171398084607	2.00	1.60e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0060323	BP: head morphogenesis	0.0337698425120519	2.03902999823269	2.04	3.38e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0042733	BP: embryonic digit morphogenesis	0.0442697352532035	1.82066466130765	1.82	4.43e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0048793	BP: pronephros development	0.0469331626140785	1.73253081458446	1.73	4.69e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0009887	BP: animal organ morphogenesis	0.0592848881227044	1.65553383067168	1.66	5.93e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0048704	BP: embryonic skeletal system morphogenesis	0.0749646674097581	1.79583480850494	1.80	7.50e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0003382	BP: epithelial cell morphogenesis	0.0855029455997437	1.89032462992142	1.89	8.55e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0009653	BP: anatomical structure morphogenesis	0.0855029455997437	1.79534287321828	1.80	8.55e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0008584	BP: male gonad development	0.0855029455997437	1.75394842734024	1.75	8.55e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0060613	BP: fat pad development	0.0951407550794637	1.89159032095153	1.89	9.51e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0021514	BP: ventral spinal cord interneuron differentiation	0.0951407550794637	1.88142207862949	1.88	9.51e-02
P_surface_x_pigmentation	development_patterning	GSEA	NES_positive	BP	GO:0048701	BP: embryonic cranial skeleton morphogenesis	0.0974284022327132	1.63163336969759	1.63	9.74e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0060613	BP: fat pad development	0.0408482444941127	12.3216100969066	12.32	4.08e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0048598	BP: embryonic morphogenesis	0.0448889311482456	7.79500945269448	7.80	4.49e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0035115	BP: embryonic forelimb morphogenesis	0.0488184915137601	6.19746428176992	6.20	4.88e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0009888	BP: tissue development	0.0488184915137601	5.84200479594837	5.84	4.88e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0003007	BP: heart morphogenesis	0.059756033638216	4.58453354893299	4.58	5.98e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0009887	BP: animal organ morphogenesis	0.068551677688385	4.02074941893363	4.02	6.86e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0009953	BP: dorsal/ventral pattern formation	0.0808778156909647	3.47153008981892	3.47	8.09e-02
P_surface_x_pigmentation	development_patterning	ORA	all	BP	GO:0007399	BP: nervous system development	0.0861982122074762	3.26058225177013	3.26	8.62e-02
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0010718	BP: positive regulation of epithelial to mesenchymal transition	3.62670979655956e-06	-2.43247278491968	-2.43	3.63e-06
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0060317	BP: cardiac epithelial to mesenchymal transition	0.00132735115053936	-2.15500735315314	-2.16	1.33e-03
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0003198	BP: epithelial to mesenchymal transition involved in endocardial cushion formation	0.00550544923958247	-2.0531057525753	-2.05	5.51e-03
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0001837	BP: epithelial to mesenchymal transition	0.00824363383085791	-1.87425600015527	-1.87	8.24e-03
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0045198	BP: establishment of epithelial cell apical/basal polarity	0.0145376886531875	-1.94162579095383	-1.94	1.45e-02
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0045197	BP: establishment or maintenance of epithelial cell apical/basal polarity	0.0168136014362377	-1.85513786011238	-1.86	1.68e-02
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0050679	BP: positive regulation of epithelial cell proliferation	0.0253202413938142	-1.77894366209342	-1.78	2.53e-02
N_OD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0002053	BP: positive regulation of mesenchymal cell proliferation	0.0503947861815812	-1.78709081850161	-1.79	5.04e-02
P_BD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0008544	BP: epidermis development	0.000137366141247959	-2.31416769197195	-2.31	1.37e-04
P_BD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0010634	BP: positive regulation of epithelial cell migration	0.0199693762140116	-1.93159043238391	-1.93	2.00e-02
P_BD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0060487	BP: lung epithelial cell differentiation	0.0718783091937299	-1.78941057845547	-1.79	7.19e-02
P_BD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0007173	BP: epidermal growth factor receptor signaling pathway	0.0846754007589143	-1.68820472912872	-1.69	8.47e-02
P_BD_vs_N_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0050679	BP: positive regulation of epithelial cell proliferation	0.0916137932820017	-1.66016992119465	-1.66	9.16e-02
P_BD_vs_P_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0008544	BP: epidermis development	8.81765418383252e-06	-2.38896775329221	-2.39	8.82e-06
P_BD_vs_P_BL	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0010718	BP: positive regulation of epithelial to mesenchymal transition	0.0703305145103848	1.76003947920657	1.76	7.03e-02
P_BD_vs_P_BL	epithelial_mesenchymal	ORA	all	BP	GO:0008544	BP: epidermis development	0.0698952735466714	6.88554843829638	6.89	6.99e-02
P_OD_vs_P_OL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0008544	BP: epidermis development	0.00616613020620438	-1.99661967909237	-2.00	6.17e-03
P_OD_vs_P_OL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0007173	BP: epidermal growth factor receptor signaling pathway	0.0249704951509764	-1.86096975797138	-1.86	2.50e-02
P_OD_vs_P_OL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0003382	BP: epithelial cell morphogenesis	0.0730069209209144	-1.76997756018206	-1.77	7.30e-02
P_OD_vs_P_OL	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0050673	BP: epithelial cell proliferation	0.0814590433592479	1.88843458143908	1.89	8.15e-02
P_OD_vs_P_OL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0050679	BP: positive regulation of epithelial cell proliferation	0.0925164709708446	-1.68031778185591	-1.68	9.25e-02
P_OL_vs_N_OD	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0010718	BP: positive regulation of epithelial to mesenchymal transition	1.04801298222379e-07	2.67827452501872	2.68	1.05e-07
P_OL_vs_N_OD	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0060317	BP: cardiac epithelial to mesenchymal transition	0.00398437658622786	2.10273757003991	2.10	3.98e-03
P_OL_vs_N_OD	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0003198	BP: epithelial to mesenchymal transition involved in endocardial cushion formation	0.0215211356837266	1.9167890671228	1.92	2.15e-02
P_OL_vs_N_OD	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0050680	BP: negative regulation of epithelial cell proliferation	0.0840073011819776	1.6927844158867	1.69	8.40e-02
P_OL_vs_P_BL	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0008544	BP: epidermis development	0.000517579871856197	2.16291752139019	2.16	5.18e-04
P_OL_vs_P_BL	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0001837	BP: epithelial to mesenchymal transition	0.00957040343292971	1.92269538596485	1.92	9.57e-03
P_OL_vs_P_BL	epithelial_mesenchymal	GSEA	NES_negative	BP	GO:0050673	BP: epithelial cell proliferation	0.0525049533288186	-1.8433393412548	-1.84	5.25e-02
P_OL_vs_P_BL	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0003382	BP: epithelial cell morphogenesis	0.0800793283274971	1.75514309705798	1.76	8.01e-02
P_OL_vs_P_BL	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0045197	BP: establishment or maintenance of epithelial cell apical/basal polarity	0.0908651641849514	1.67487491389661	1.67	9.09e-02
P_OL_vs_P_BL	epithelial_mesenchymal	ORA	all	BP	GO:0050673	BP: epithelial cell proliferation	0.0301354198563487	8.43685443632269	8.44	3.01e-02
P_surface_x_pigmentation	epithelial_mesenchymal	GSEA	NES_positive	BP	GO:0003382	BP: epithelial cell morphogenesis	0.0855029455997437	1.89032462992142	1.89	8.55e-02
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	CC	GO:0062023	CC: collagen-containing extracellular matrix	4.79044407098541e-24	-3.01138025464727	-3.01	4.79e-24
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0030199	BP: collagen fibril organization	1.32885092690073e-09	-2.71976321461375	-2.72	1.33e-09
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0007155	BP: cell adhesion	1.32885092690073e-09	-2.24057221396867	-2.24	1.33e-09
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	CC	GO:0031012	CC: extracellular matrix	4.18696522409098e-09	-2.24382142104305	-2.24	4.19e-09
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	MF	GO:0005518	MF: collagen binding	1.51084800885943e-07	-2.51334405471966	-2.51	1.51e-07
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	MF	GO:0050840	MF: extracellular matrix binding	4.14462691052204e-06	-2.41732570560535	-2.42	4.14e-06
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	CC	GO:0005581	CC: collagen trimer	1.0394408261275e-05	-2.15667146430837	-2.16	1.04e-05
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0030198	BP: extracellular matrix organization	1.42602032051839e-05	-2.03342781323783	-2.03	1.43e-05
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	CC	GO:0005604	CC: basement membrane	3.99927923281498e-05	-2.12020599367955	-2.12	4.00e-05
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0098609	BP: cell-cell adhesion	0.000109314903078185	-2.14548839326104	-2.15	1.09e-04
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0032964	BP: collagen biosynthetic process	0.00059189774252048	-2.26276432086493	-2.26	5.92e-04
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0007157	BP: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.00215982879104775	-2.09467005833615	-2.09	2.16e-03
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	MF	GO:0005201	MF: extracellular matrix structural constituent	0.00285922170669787	-1.99070476238605	-1.99	2.86e-03
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0033627	BP: cell adhesion mediated by integrin	0.0135637766413398	-1.9489788226412	-1.95	1.36e-02
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0007162	BP: negative regulation of cell adhesion	0.0241206650897165	-1.84232740632314	-1.84	2.41e-02
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0007156	BP: homophilic cell adhesion via plasma membrane adhesion molecules	0.0533984713528442	-1.56508457788885	-1.57	5.34e-02
N_OD_vs_N_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0022408	BP: negative regulation of cell-cell adhesion	0.0790383211147147	-1.74508757205823	-1.75	7.90e-02
N_OD_vs_N_BL	extracellular_matrix	ORA	all	CC	GO:0062023	CC: collagen-containing extracellular matrix	8.75268254252719e-06	8.35174880874492	8.35	8.75e-06
N_OD_vs_N_BL	extracellular_matrix	ORA	all	CC	GO:0005581	CC: collagen trimer	0.00312599437770434	5.72163685400738	5.72	3.13e-03
N_OD_vs_N_BL	extracellular_matrix	ORA	all	BP	GO:0007155	BP: cell adhesion	0.015540940621883	4.7345692627169	4.73	1.55e-02
N_OD_vs_N_BL	extracellular_matrix	ORA	all	CC	GO:0031012	CC: extracellular matrix	0.0271146961689012	4.18163466496216	4.18	2.71e-02
N_OD_vs_N_BL	extracellular_matrix	ORA	all	BP	GO:0030199	BP: collagen fibril organization	0.0315683671711711	5.08464819720883	5.08	3.16e-02
P_BD_vs_N_BL	extracellular_matrix	GSEA	NES_positive	CC	GO:0005604	CC: basement membrane	0.0230214010240095	1.61708623104636	1.62	2.30e-02
P_BD_vs_N_BL	extracellular_matrix	GSEA	NES_positive	BP	GO:0032964	BP: collagen biosynthetic process	0.0449575710939673	1.84959693724746	1.85	4.50e-02
P_BD_vs_N_BL	extracellular_matrix	GSEA	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	0.0616985746975532	1.44032338977643	1.44	6.17e-02
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	3.07974688577845e-07	2.25692643114865	2.26	3.08e-07
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	CC	GO:0005604	CC: basement membrane	0.00101850455538303	2.07665396598655	2.08	1.02e-03
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	CC	GO:0031012	CC: extracellular matrix	0.00101850455538303	1.77434592262365	1.77	1.02e-03
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	CC	GO:0005581	CC: collagen trimer	0.00325539577496921	1.88018073007638	1.88	3.26e-03
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	BP	GO:0032964	BP: collagen biosynthetic process	0.0138197877545921	2.04314880154789	2.04	1.38e-02
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	BP	GO:0030199	BP: collagen fibril organization	0.0216257450415087	1.86399887392962	1.86	2.16e-02
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_positive	BP	GO:0030198	BP: extracellular matrix organization	0.0647447923153134	1.58189214838389	1.58	6.47e-02
P_BD_vs_P_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0098609	BP: cell-cell adhesion	0.0850350912391424	-1.62526715892271	-1.63	8.50e-02
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	0.00011260007312501	1.94629841901147	1.95	1.13e-04
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_negative	BP	GO:0098609	BP: cell-cell adhesion	0.00012626782827687	-2.14020977353539	-2.14	1.26e-04
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_positive	BP	GO:0030199	BP: collagen fibril organization	0.00157798857887068	2.08486371511125	2.08	1.58e-03
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_positive	CC	GO:0005581	CC: collagen trimer	0.0132742148813031	1.69797457114544	1.70	1.33e-02
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_positive	CC	GO:0031012	CC: extracellular matrix	0.0205948505388837	1.54095367012774	1.54	2.06e-02
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_negative	BP	GO:0007157	BP: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.037736858140014	-1.86491337332007	-1.86	3.77e-02
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_positive	BP	GO:0030198	BP: extracellular matrix organization	0.0868406394984601	1.51746374352113	1.52	8.68e-02
P_OD_vs_P_OL	extracellular_matrix	GSEA	NES_negative	BP	GO:0022408	BP: negative regulation of cell-cell adhesion	0.0878606452305974	-1.74330720678443	-1.74	8.79e-02
P_OD_vs_P_OL	extracellular_matrix	ORA	all	CC	GO:0062023	CC: collagen-containing extracellular matrix	0.000109480363142543	7.56830357489068	7.57	1.09e-04
P_OD_vs_P_OL	extracellular_matrix	ORA	all	CC	GO:0005581	CC: collagen trimer	0.00541334104542926	5.75268113020452	5.75	5.41e-03
P_OD_vs_P_OL	extracellular_matrix	ORA	all	CC	GO:0031012	CC: extracellular matrix	0.005831247975603	4.94037248860068	4.94	5.83e-03
P_OD_vs_P_OL	extracellular_matrix	ORA	all	BP	GO:0070831	BP: basement membrane assembly	0.064587118939256	6.53093916128439	6.53	6.46e-02
P_OD_vs_P_OL	extracellular_matrix	ORA	all	BP	GO:0033627	BP: cell adhesion mediated by integrin	0.0646635487579759	6.34350561907079	6.34	6.47e-02
P_OD_vs_P_OL	extracellular_matrix	ORA	all	BP	GO:0007156	BP: homophilic cell adhesion via plasma membrane adhesion molecules	0.0797989109918589	4.50745585319025	4.51	7.98e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	5.3541921884918e-09	2.41391705387824	2.41	5.35e-09
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	CC	GO:0031012	CC: extracellular matrix	8.05251018143477e-06	1.99949178337489	2.00	8.05e-06
