contrast	category	method	direction	ontology	GO_ID	term_label	p_adjust	effect	effect_fmt	padj_fmt
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0030199	BP: collagen fibril organization	9.32638068760564e-06	2.38503049908738	2.39	9.33e-06
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0030198	BP: extracellular matrix organization	6.00019006927974e-05	2.00200274272683	2.00	6.00e-05
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0032964	BP: collagen biosynthetic process	0.000156804160742498	2.40699477270254	2.41	1.57e-04
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0007155	BP: cell adhesion	0.000180398670803035	1.8064816478747	1.81	1.80e-04
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	CC	GO:0005581	CC: collagen trimer	0.000230235668788465	2.11000698887225	2.11	2.30e-04
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	CC	GO:0005604	CC: basement membrane	0.000678723533860257	2.10085605526975	2.10	6.79e-04
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0098609	BP: cell-cell adhesion	0.00787789481732585	1.81565866935639	1.82	7.88e-03
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	MF	GO:0005201	MF: extracellular matrix structural constituent	0.0116992053278073	1.89393795664746	1.89	1.17e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0032836	BP: glomerular basement membrane development	0.0196831962747835	1.99121561050127	1.99	1.97e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0007156	BP: homophilic cell adhesion via plasma membrane adhesion molecules	0.022796816852742	1.63506273926247	1.64	2.28e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	MF	GO:0050840	MF: extracellular matrix binding	0.031391320266248	1.97072015999306	1.97	3.14e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0007157	BP: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.0516376292632142	1.68870476937925	1.69	5.16e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_positive	BP	GO:0016339	BP: calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	0.0544204296681024	1.67473589945638	1.67	5.44e-02
P_OL_vs_N_OD	extracellular_matrix	GSEA	NES_negative	BP	GO:0033630	BP: positive regulation of cell adhesion mediated by integrin	0.0550169505753988	-1.78903206069301	-1.79	5.50e-02
P_OL_vs_P_BL	extracellular_matrix	GSEA	NES_positive	BP	GO:0098609	BP: cell-cell adhesion	3.5608090946881e-05	2.12761121593715	2.13	3.56e-05
P_OL_vs_P_BL	extracellular_matrix	GSEA	NES_negative	CC	GO:0062023	CC: collagen-containing extracellular matrix	0.000364834047531308	-1.86808669621372	-1.87	3.65e-04
P_OL_vs_P_BL	extracellular_matrix	GSEA	NES_negative	BP	GO:0030198	BP: extracellular matrix organization	0.0432352496991266	-1.61315821183895	-1.61	4.32e-02
P_OL_vs_P_BL	extracellular_matrix	GSEA	NES_negative	CC	GO:0031012	CC: extracellular matrix	0.0905138970917164	-1.43392368657029	-1.43	9.05e-02
P_OL_vs_P_BL	extracellular_matrix	ORA	all	CC	GO:0031012	CC: extracellular matrix	2.51472392139944e-05	8.72645284206012	8.73	2.51e-05
P_OL_vs_P_BL	extracellular_matrix	ORA	all	MF	GO:0050840	MF: extracellular matrix binding	0.000461366532234017	11.3646389134644	11.36	4.61e-04
P_OL_vs_P_BL	extracellular_matrix	ORA	all	CC	GO:0062023	CC: collagen-containing extracellular matrix	0.000541505040481146	7.22530844615722	7.23	5.42e-04
P_OL_vs_P_BL	extracellular_matrix	ORA	all	BP	GO:0030198	BP: extracellular matrix organization	0.0159204027997646	5.43667377075731	5.44	1.59e-02
P_OL_vs_P_BL	extracellular_matrix	ORA	all	CC	GO:0005581	CC: collagen trimer	0.0386315142835503	4.42615196492995	4.43	3.86e-02
P_OL_vs_P_BL	extracellular_matrix	ORA	all	MF	GO:0005201	MF: extracellular matrix structural constituent	0.0524239298954839	5.40884081533221	5.41	5.24e-02
P_OL_vs_P_BL	extracellular_matrix	ORA	all	BP	GO:0030199	BP: collagen fibril organization	0.0526949280026234	5.20501427953038	5.21	5.27e-02
P_surface_x_pigmentation	extracellular_matrix	GSEA	NES_positive	BP	GO:0098609	BP: cell-cell adhesion	0.00869603309218632	1.93079794681394	1.93	8.70e-03
P_surface_x_pigmentation	extracellular_matrix	GSEA	NES_positive	BP	GO:0007157	BP: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.0329693477567516	1.90336944642005	1.90	3.30e-02
P_surface_x_pigmentation	extracellular_matrix	GSEA	NES_positive	BP	GO:0007155	BP: cell adhesion	0.0855029455997437	1.48947214086369	1.49	8.55e-02
P_surface_x_pigmentation	extracellular_matrix	ORA	all	BP	GO:0007156	BP: homophilic cell adhesion via plasma membrane adhesion molecules	0.068551677688385	4.06896583488356	4.07	6.86e-02
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0007411	BP: axon guidance	7.84779212280114e-08	-2.18119140398335	-2.18	7.85e-08
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0031290	BP: retinal ganglion cell axon guidance	2.49515364995907e-05	-2.27784670191496	-2.28	2.50e-05
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0001764	BP: neuron migration	3.80527630805474e-05	-2.08766360030292	-2.09	3.81e-05
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0016477	BP: cell migration	0.000118259334736384	-1.85921865942216	-1.86	1.18e-04
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0030335	BP: positive regulation of cell migration	0.000593700291255034	-1.76989959134444	-1.77	5.94e-04
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0008045	BP: motor neuron axon guidance	0.00114599474651782	-2.02284714286759	-2.02	1.15e-03
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0033564	BP: anterior/posterior axon guidance	0.00950428540901883	-2.00399545988897	-2.00	9.50e-03
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0002042	BP: cell migration involved in sprouting angiogenesis	0.0121941675302976	-2.0191753272708	-2.02	1.22e-02
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0001755	BP: neural crest cell migration	0.0181593215888286	-1.61860496189201	-1.62	1.82e-02
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0043534	BP: blood vessel endothelial cell migration	0.0186730447603978	-1.91177893643947	-1.91	1.87e-02
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0021535	BP: cell migration in hindbrain	0.0399571154003722	-1.84042857033533	-1.84	4.00e-02
N_OD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0042074	BP: cell migration involved in gastrulation	0.0533984713528442	-1.5747131045398	-1.57	5.34e-02
N_OD_vs_N_BL	migration_motility	ORA	all	BP	GO:0042074	BP: cell migration involved in gastrulation	0.0890418659993779	4.06190259596359	4.06	8.90e-02
P_BD_vs_N_BL	migration_motility	GSEA	NES_negative	BP	GO:0010634	BP: positive regulation of epithelial cell migration	0.0199693762140116	-1.93159043238391	-1.93	2.00e-02
P_BD_vs_N_BL	migration_motility	GSEA	NES_positive	BP	GO:0050900	BP: leukocyte migration	0.0318860967759162	2.00924259323914	2.01	3.19e-02
P_BD_vs_N_BL	migration_motility	GSEA	NES_positive	BP	GO:0007411	BP: axon guidance	0.0994765841161216	1.43247158960517	1.43	9.95e-02
P_BD_vs_P_BL	migration_motility	GSEA	NES_positive	BP	GO:0007411	BP: axon guidance	0.00305315222131038	1.84062121903112	1.84	3.05e-03
P_OD_vs_P_OL	migration_motility	GSEA	NES_negative	BP	GO:0033564	BP: anterior/posterior axon guidance	0.0954288360158175	-1.75528042108823	-1.76	9.54e-02
P_OD_vs_P_OL	migration_motility	GSEA	NES_negative	BP	GO:0042074	BP: cell migration involved in gastrulation	0.0954288360158175	-1.59778625373159	-1.60	9.54e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0007411	BP: axon guidance	1.28195176388429e-05	2.01096870788789	2.01	1.28e-05
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0001764	BP: neuron migration	0.000200245541332067	2.01536625126073	2.02	2.00e-04
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0031290	BP: retinal ganglion cell axon guidance	0.000790770184608107	2.04943902673318	2.05	7.91e-04
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:2000147	BP: positive regulation of cell motility	0.00237416443596383	2.20271641286382	2.20	2.37e-03
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0001755	BP: neural crest cell migration	0.0050587417858719	1.73890229817558	1.74	5.06e-03
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0008045	BP: motor neuron axon guidance	0.011999151789633	1.79068647481265	1.79	1.20e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0042074	BP: cell migration involved in gastrulation	0.0161814248605638	1.72940062281407	1.73	1.62e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0030335	BP: positive regulation of cell migration	0.0167492345031859	1.49425577127224	1.49	1.67e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_negative	BP	GO:0097535	BP: lymphoid lineage cell migration into thymus	0.0207595609139529	-1.91172824463787	-1.91	2.08e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0043534	BP: blood vessel endothelial cell migration	0.0408332896459545	1.81653379817198	1.82	4.08e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0021535	BP: cell migration in hindbrain	0.0705466031881217	1.79114525985918	1.79	7.05e-02
P_OL_vs_N_OD	migration_motility	GSEA	NES_positive	BP	GO:0010596	BP: negative regulation of endothelial cell migration	0.0861787498185317	1.79073389291831	1.79	8.62e-02
P_OL_vs_P_BL	migration_motility	GSEA	NES_positive	BP	GO:0042074	BP: cell migration involved in gastrulation	0.000488028809165936	2.03519080080912	2.04	4.88e-04
P_OL_vs_P_BL	migration_motility	GSEA	NES_positive	BP	GO:0033564	BP: anterior/posterior axon guidance	0.0411091246761213	1.88091911408094	1.88	4.11e-02
P_OL_vs_P_BL	migration_motility	GSEA	NES_positive	BP	GO:0010595	BP: positive regulation of endothelial cell migration	0.0525049533288186	1.75149307304193	1.75	5.25e-02
P_OL_vs_P_BL	migration_motility	GSEA	NES_positive	BP	GO:0031290	BP: retinal ganglion cell axon guidance	0.0676912163993906	1.6822215299625	1.68	6.77e-02
P_OL_vs_P_BL	migration_motility	GSEA	NES_positive	BP	GO:0048920	BP: posterior lateral line neuromast primordium migration	0.0789092403585497	1.7932239329906	1.79	7.89e-02
P_surface_x_pigmentation	migration_motility	GSEA	NES_positive	BP	GO:0007411	BP: axon guidance	0.0329693477567516	1.62766360504586	1.63	3.30e-02
P_surface_x_pigmentation	migration_motility	GSEA	NES_positive	BP	GO:0031290	BP: retinal ganglion cell axon guidance	0.047597358733017	1.82792127797833	1.83	4.76e-02
P_surface_x_pigmentation	migration_motility	GSEA	NES_positive	BP	GO:0030334	BP: regulation of cell migration	0.0516382797311516	1.69360069418956	1.69	5.16e-02
P_surface_x_pigmentation	migration_motility	GSEA	NES_positive	BP	GO:0048846	BP: axon extension involved in axon guidance	0.0749646674097581	1.93946896065094	1.94	7.50e-02
P_surface_x_pigmentation	migration_motility	GSEA	NES_positive	BP	GO:0030335	BP: positive regulation of cell migration	0.0749646674097581	1.48284938742273	1.48	7.50e-02
P_surface_x_pigmentation	migration_motility	GSEA	NES_positive	BP	GO:0042074	BP: cell migration involved in gastrulation	0.0855029455997437	1.65162449803975	1.65	8.55e-02
P_surface_x_pigmentation	migration_motility	ORA	all	BP	GO:0042074	BP: cell migration involved in gastrulation	0.0662036341568841	4.25047800293639	4.25	6.62e-02
P_surface_x_pigmentation	migration_motility	ORA	all	BP	GO:0001755	BP: neural crest cell migration	0.0816537370745439	3.4234939190024	3.42	8.17e-02
N_OD_vs_N_BL	neural_crest	GSEA	NES_negative	BP	GO:0001755	BP: neural crest cell migration	0.0181593215888286	-1.61860496189201	-1.62	1.82e-02
P_OL_vs_N_OD	neural_crest	GSEA	NES_positive	BP	GO:0001755	BP: neural crest cell migration	0.0050587417858719	1.73890229817558	1.74	5.06e-03
P_OL_vs_N_OD	neural_crest	GSEA	NES_positive	BP	GO:0014029	BP: neural crest formation	0.00647024921467902	2.0405329278119	2.04	6.47e-03
P_OL_vs_P_BL	neural_crest	GSEA	NES_positive	BP	GO:0014033	BP: neural crest cell differentiation	0.0908651641849514	1.73673996879456	1.74	9.09e-02
P_surface_x_pigmentation	neural_crest	ORA	all	BP	GO:0001755	BP: neural crest cell migration	0.0816537370745439	3.4234939190024	3.42	8.17e-02
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	BP	GO:0032438	BP: melanosome organization	2.49515364995907e-05	2.36325746278032	2.36	2.50e-05
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	CC	GO:0033162	CC: melanosome membrane	7.90908216096475e-05	2.14524520861922	2.15	7.91e-05
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	BP	GO:0030318	BP: melanocyte differentiation	0.000109314903078185	2.18957524022826	2.19	1.09e-04
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	CC	GO:0042470	CC: melanosome	0.000138317006321845	2.14766387891302	2.15	1.38e-04
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	BP	GO:0043473	BP: pigmentation	0.00138440570238923	2.04279323621272	2.04	1.38e-03
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	BP	GO:0048066	BP: developmental pigmentation	0.00836016149992172	1.88954455385005	1.89	8.36e-03
N_OD_vs_N_BL	pigmentation_melanocyte	GSEA	NES_positive	BP	GO:0003406	BP: retinal pigment epithelium development	0.0205878076918924	1.95334908929307	1.95	2.06e-02
N_OD_vs_N_BL	pigmentation_melanocyte	ORA	all	BP	GO:0030318	BP: melanocyte differentiation	8.53548515231676e-05	9.09823980854382	9.10	8.54e-05
N_OD_vs_N_BL	pigmentation_melanocyte	ORA	all	CC	GO:0033162	CC: melanosome membrane	0.000210118006098192	11.1590434251025	11.16	2.10e-04
N_OD_vs_N_BL	pigmentation_melanocyte	ORA	all	CC	GO:0042470	CC: melanosome	0.00159645598110654	6.70207751146372	6.70	1.60e-03
N_OD_vs_N_BL	pigmentation_melanocyte	ORA	all	BP	GO:0048066	BP: developmental pigmentation	0.0126388366532626	6.63707206460801	6.64	1.26e-02
N_OD_vs_N_BL	pigmentation_melanocyte	ORA	all	BP	GO:0032438	BP: melanosome organization	0.0142512339080667	7.20246227556913	7.20	1.43e-02
N_OD_vs_N_BL	pigmentation_melanocyte	ORA	all	BP	GO:0043473	BP: pigmentation	0.0203105319768828	5.57345746462697	5.57	2.03e-02
P_BD_vs_P_BL	pigmentation_melanocyte	GSEA	NES_negative	BP	GO:0032438	BP: melanosome organization	0.0714429847571847	-1.80500082470926	-1.81	7.14e-02
P_OL_vs_P_BL	pigmentation_melanocyte	GSEA	NES_positive	BP	GO:0043473	BP: pigmentation	0.0920156490796773	1.63968730409872	1.64	9.20e-02
P_surface_x_pigmentation	pigmentation_melanocyte	GSEA	NES_negative	CC	GO:0033162	CC: melanosome membrane	0.0723765108471984	-1.831521561194	-1.83	7.24e-02
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:0016055	BP: Wnt signaling pathway	0.000167814760593642	-1.90711828046893	-1.91	1.68e-04
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:0090090	BP: negative regulation of canonical Wnt signaling pathway	0.00114599474651782	-1.81356478975855	-1.81	1.15e-03
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:0030177	BP: positive regulation of Wnt signaling pathway	0.00146610442314514	-2.06870699689559	-2.07	1.47e-03
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:0030111	BP: regulation of Wnt signaling pathway	0.0135637766413398	-1.98594874312227	-1.99	1.36e-02
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:2000052	BP: positive regulation of non-canonical Wnt signaling pathway	0.0205878076918924	-1.97948759476364	-1.98	2.06e-02
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:0060070	BP: canonical Wnt signaling pathway	0.0333167244595672	-1.62589972623879	-1.63	3.33e-02
N_OD_vs_N_BL	wnt_retinoid	GSEA	NES_negative	BP	GO:0035567	BP: non-canonical Wnt signaling pathway	0.0541702825721742	-1.84160308820981	-1.84	5.42e-02
N_OD_vs_N_BL	wnt_retinoid	ORA	all	BP	GO:0042572	BP: retinol metabolic process	0.0315683671711711	6.5088447005021	6.51	3.16e-02
P_OD_vs_P_OL	wnt_retinoid	GSEA	NES_negative	MF	GO:0001972	MF: retinoic acid binding	0.0249080566400638	-1.92469421231212	-1.92	2.49e-02
P_OD_vs_P_OL	wnt_retinoid	GSEA	NES_negative	BP	GO:0071300	BP: cellular response to retinoic acid	0.0302553053545267	-1.84521685112946	-1.85	3.03e-02
P_OD_vs_P_OL	wnt_retinoid	ORA	all	MF	GO:0001972	MF: retinoic acid binding	0.0200895379529749	7.29773588768823	7.30	2.01e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0016055	BP: Wnt signaling pathway	9.32638068760564e-06	2.08613557400852	2.09	9.33e-06
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0090090	BP: negative regulation of canonical Wnt signaling pathway	2.41113417569692e-05	2.05336351605188	2.05	2.41e-05
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	MF	GO:0017147	MF: Wnt-protein binding	0.00154619944605526	2.13631575992848	2.14	1.55e-03
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0060070	BP: canonical Wnt signaling pathway	0.00182621599998532	1.92763472491288	1.93	1.83e-03
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0030111	BP: regulation of Wnt signaling pathway	0.00550575354115825	2.13871738056796	2.14	5.51e-03
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0030177	BP: positive regulation of Wnt signaling pathway	0.0213137233678227	1.78958157644325	1.79	2.13e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0030178	BP: negative regulation of Wnt signaling pathway	0.0215211356837266	1.74183565759577	1.74	2.15e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:2000096	BP: positive regulation of Wnt signaling pathway, planar cell polarity pathway	0.053185881981368	1.86523184265656	1.87	5.32e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0090263	BP: positive regulation of canonical Wnt signaling pathway	0.0809636659923303	1.48800116149854	1.49	8.10e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	MF	GO:0042813	MF: Wnt-activated receptor activity	0.0815101523327198	1.83712716504177	1.84	8.15e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0060071	BP: Wnt signaling pathway, planar cell polarity pathway	0.0839985046037812	1.77043191025959	1.77	8.40e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:0035567	BP: non-canonical Wnt signaling pathway	0.0840073011819776	1.79831144238279	1.80	8.40e-02
P_OL_vs_N_OD	wnt_retinoid	GSEA	NES_positive	BP	GO:2000052	BP: positive regulation of non-canonical Wnt signaling pathway	0.0992953170196517	1.75081056706017	1.75	9.93e-02
P_OL_vs_P_BL	wnt_retinoid	GSEA	NES_positive	BP	GO:0060070	BP: canonical Wnt signaling pathway	0.00387349608727592	1.84127606136264	1.84	3.87e-03
P_OL_vs_P_BL	wnt_retinoid	GSEA	NES_positive	MF	GO:0001972	MF: retinoic acid binding	0.0324567672347221	1.9628430699786	1.96	3.25e-02
P_OL_vs_P_BL	wnt_retinoid	GSEA	NES_positive	BP	GO:0060071	BP: Wnt signaling pathway, planar cell polarity pathway	0.0336139641212627	1.91981395219825	1.92	3.36e-02
P_OL_vs_P_BL	wnt_retinoid	GSEA	NES_positive	BP	GO:0016055	BP: Wnt signaling pathway	0.0442525139057073	1.56779410000958	1.57	4.43e-02
P_OL_vs_P_BL	wnt_retinoid	GSEA	NES_positive	BP	GO:0030177	BP: positive regulation of Wnt signaling pathway	0.0640570064525577	1.78745488740786	1.79	6.41e-02
P_OL_vs_P_BL	wnt_retinoid	GSEA	NES_positive	BP	GO:0060828	BP: regulation of canonical Wnt signaling pathway	0.0676912163993906	1.75377125415915	1.75	6.77e-02
P_surface_x_pigmentation	wnt_retinoid	GSEA	NES_positive	MF	GO:0001972	MF: retinoic acid binding	0.052806549961144	1.98799542376114	1.99	5.28e-02
P_surface_x_pigmentation	wnt_retinoid	GSEA	NES_positive	BP	GO:0060070	BP: canonical Wnt signaling pathway	0.0855029455997437	1.57923132021638	1.58	8.55e-02
P_surface_x_pigmentation	wnt_retinoid	ORA	all	MF	GO:0001972	MF: retinoic acid binding	0.0272340034166322	10.6382311562692	10.64	2.72e-02
P_surface_x_pigmentation	wnt_retinoid	ORA	all	BP	GO:0060828	BP: regulation of canonical Wnt signaling pathway	0.0488184915137601	5.71505675805737	5.72	4.88e-02
