source	destination	artifact_type	description	status	action	exported_at	analysis_root	quarto_dir
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-insert-size-plot.txt	multiqc/star_salmon/multiqc_report_data/fastp-insert-size-plot.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-insert-size-plot.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_1_After_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_1_After_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-gc-plot_Read_1_After_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_1_Before_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_1_Before_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-gc-plot_Read_1_Before_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_2_After_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_2_After_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-gc-plot_Read_2_After_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_2_Before_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-gc-plot_Read_2_Before_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-gc-plot_Read_2_Before_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_1_After_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_1_After_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-n-plot_Read_1_After_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_1_Before_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_1_Before_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-n-plot_Read_1_Before_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_2_After_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_2_After_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-n-plot_Read_2_After_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_2_Before_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-content-n-plot_Read_2_Before_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-content-n-plot_Read_2_Before_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_1_After_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_1_After_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-quality-plot_Read_1_After_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_1_Before_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_1_Before_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-quality-plot_Read_1_Before_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_2_After_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_2_After_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-quality-plot_Read_2_After_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_2_Before_filtering.txt	multiqc/star_salmon/multiqc_report_data/fastp-seq-quality-plot_Read_2_Before_filtering.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/fastp-seq-quality-plot_Read_2_Before_filtering.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/llms-full.txt	multiqc/star_salmon/multiqc_report_data/llms-full.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/llms-full.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_citations.txt	multiqc/star_salmon/multiqc_report_data/multiqc_citations.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_citations.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_data.json	multiqc/star_salmon/multiqc_report_data/multiqc_data.json	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_data.json	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_fastp.txt	multiqc/star_salmon/multiqc_report_data/multiqc_fastp.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_fastp.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_general_stats.txt	multiqc/star_salmon/multiqc_report_data/multiqc_general_stats.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_general_stats.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_picard_dups.txt	multiqc/star_salmon/multiqc_report_data/multiqc_picard_dups.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_picard_dups.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_samtools_flagstat.txt	multiqc/star_salmon/multiqc_report_data/multiqc_samtools_flagstat.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_samtools_flagstat.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_samtools_idxstats.txt	multiqc/star_salmon/multiqc_report_data/multiqc_samtools_idxstats.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_samtools_idxstats.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_samtools_stats.txt	multiqc/star_salmon/multiqc_report_data/multiqc_samtools_stats.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_samtools_stats.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_software_versions.txt	multiqc/star_salmon/multiqc_report_data/multiqc_software_versions.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_software_versions.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_sources.txt	multiqc/star_salmon/multiqc_report_data/multiqc_sources.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_sources.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_star.txt	multiqc/star_salmon/multiqc_report_data/multiqc_star.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_star.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_strand_check_composition_bargraph.txt	multiqc/star_salmon/multiqc_report_data/multiqc_strand_check_composition_bargraph.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_strand_check_composition_bargraph.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc_strand_check_summary_table.txt	multiqc/star_salmon/multiqc_report_data/multiqc_strand_check_summary_table.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc_strand_check_summary_table.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc.log	multiqc/star_salmon/multiqc_report_data/multiqc.log	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc.log	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/multiqc.parquet	multiqc/star_salmon/multiqc_report_data/multiqc.parquet	multiqc	nf-core star_salmon MultiQC multiqc_report_data/multiqc.parquet	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/picard_deduplication.txt	multiqc/star_salmon/multiqc_report_data/picard_deduplication.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/picard_deduplication.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/picard_MarkIlluminaAdapters_histogram.txt	multiqc/star_salmon/multiqc_report_data/picard_MarkIlluminaAdapters_histogram.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/picard_MarkIlluminaAdapters_histogram.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/picard_MeanQualityByCycle_histogram_1.txt	multiqc/star_salmon/multiqc_report_data/picard_MeanQualityByCycle_histogram_1.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/picard_MeanQualityByCycle_histogram_1.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/picard_MeanQualityByCycle_histogram.txt	multiqc/star_salmon/multiqc_report_data/picard_MeanQualityByCycle_histogram.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/picard_MeanQualityByCycle_histogram.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/picard_QualityScoreDistribution_histogram.txt	multiqc/star_salmon/multiqc_report_data/picard_QualityScoreDistribution_histogram.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/picard_QualityScoreDistribution_histogram.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools_alignment_plot.txt	multiqc/star_salmon/multiqc_report_data/samtools_alignment_plot.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools_alignment_plot.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools-flagstat-pct-table.txt	multiqc/star_salmon/multiqc_report_data/samtools-flagstat-pct-table.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools-flagstat-pct-table.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools-flagstat-table.txt	multiqc/star_salmon/multiqc_report_data/samtools-flagstat-table.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools-flagstat-table.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools-idxstats-mapped-reads-plot_Normalised_Counts.txt	multiqc/star_salmon/multiqc_report_data/samtools-idxstats-mapped-reads-plot_Normalised_Counts.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools-idxstats-mapped-reads-plot_Normalised_Counts.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools-idxstats-mapped-reads-plot_Observed_over_Expected_Counts.txt	multiqc/star_salmon/multiqc_report_data/samtools-idxstats-mapped-reads-plot_Observed_over_Expected_Counts.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools-idxstats-mapped-reads-plot_Observed_over_Expected_Counts.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools-idxstats-mapped-reads-plot_Raw_Counts.txt	multiqc/star_salmon/multiqc_report_data/samtools-idxstats-mapped-reads-plot_Raw_Counts.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools-idxstats-mapped-reads-plot_Raw_Counts.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/samtools-stats-dp.txt	multiqc/star_salmon/multiqc_report_data/samtools-stats-dp.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/samtools-stats-dp.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/star_alignment_plot.txt	multiqc/star_salmon/multiqc_report_data/star_alignment_plot.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/star_alignment_plot.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_data/star_summary_table.txt	multiqc/star_salmon/multiqc_report_data/star_summary_table.txt	multiqc	nf-core star_salmon MultiQC multiqc_report_data/star_summary_table.txt	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_plots/pdf/fastp_filtered_reads_plot-cnt.pdf	multiqc/star_salmon/multiqc_report_plots/pdf/fastp_filtered_reads_plot-cnt.pdf	multiqc	nf-core star_salmon MultiQC multiqc_report_plots/pdf/fastp_filtered_reads_plot-cnt.pdf	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_plots/pdf/fastp_filtered_reads_plot-pct.pdf	multiqc/star_salmon/multiqc_report_plots/pdf/fastp_filtered_reads_plot-pct.pdf	multiqc	nf-core star_salmon MultiQC multiqc_report_plots/pdf/fastp_filtered_reads_plot-pct.pdf	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_plots/pdf/fastp-insert-size-plot.pdf	multiqc/star_salmon/multiqc_report_plots/pdf/fastp-insert-size-plot.pdf	multiqc	nf-core star_salmon MultiQC multiqc_report_plots/pdf/fastp-insert-size-plot.pdf	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_plots/pdf/fastp-seq-content-gc-plot_Read_1_After_filtering.pdf	multiqc/star_salmon/multiqc_report_plots/pdf/fastp-seq-content-gc-plot_Read_1_After_filtering.pdf	multiqc	nf-core star_salmon MultiQC multiqc_report_plots/pdf/fastp-seq-content-gc-plot_Read_1_After_filtering.pdf	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/results/nfcore_rnaseq/multiqc/star_salmon/multiqc_report_plots/pdf/fastp-seq-content-gc-plot_Read_1_Before_filtering.pdf	multiqc/star_salmon/multiqc_report_plots/pdf/fastp-seq-content-gc-plot_Read_1_Before_filtering.pdf	multiqc	nf-core star_salmon MultiQC multiqc_report_plots/pdf/fastp-seq-content-gc-plot_Read_1_Before_filtering.pdf	ok	copied	2026-07-01 10:01:48 CEST	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/holofish_rnaseq/analysis	/mnt/lustre/scratch/nlsas/home/otras/pia/dci/github_repositories/Transcriptomics
