Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
P42	(0, 23255.471344727448)	(1, 30394.565357452924)	(2, 36217.984376545246)	(3, 42657.80975339975)	(4, 47694.667307094074)	(5, 51165.171269895414)	(6, 53573.22339530207)	(7, 55315.431395556785)	(8, 57698.394668237794)	(9, 60154.3712477903)	(10, 61430.08961801346)	(11, 63244.45880805529)	(12, 65721.26940838878)	(13, 67619.63548855888)	(14, 70047.81552585523)	(15, 72377.85012752183)	(16, 75009.87114067773)	(17, 76409.62905155602)	(18, 78238.72418955897)	(19, 79845.50653719042)	(20, 82098.25537659129)	(21, 83720.84016282408)	(22, 84902.6022055042)	(23, 86862.58211435104)	(24, 88502.35181828766)	(25, 89259.73801407745)	(26, 90888.11985533849)	(27, 91766.46175268634)	(28, 92962.65809611078)	(29, 93429.39804760288)	(30, 93651.39124028872)	(31, 94703.9019748259)	(32, 96380.21487630183)	(33, 98214.94662884112)	(34, 98874.52027390413)	(35, 100478.41869757985)	(36, 101544.84163892089)	(37, 102121.68900705897)	(38, 102185.01436480829)	(39, 103409.73058908027)	(40, 103482.50985018519)	(41, 103657.26273979906)	(42, 104965.67476260252)	(43, 105669.82575993975)	(44, 106267.11557311351)	(45, 107934.03784449145)	(46, 108889.75361792576)	(47, 110005.05456161239)	(48, 111728.9661778142)	(49, 113763.25159334736)	(50, 114183.27169795358)	(51, 114998.10312567952)	(52, 116036.92248787206)	(53, 117356.29733593887)	(54, 118302.65048118113)	(55, 119269.31151125369)	(56, 121101.138838845)	(57, 120906.71019425741)	(58, 120536.30212612227)	(59, 120932.21609079183)	(60, 121068.1518302917)	(61, 121113.01936836634)	(62, 122085.90499271039)	(63, 122612.46312213072)	(64, 122414.38517024262)	(65, 121399.08666519554)	(66, 121395.33110297499)	(67, 121391.52600446236)	(68, 120393.79578928695)	(69, 119414.31576922837)	(70, 119337.10856053929)	(71, 119610.13328279894)	(72, 119847.7676806134)	(73, 120627.35500937444)	(74, 121411.24741401349)	(75, 123007.10394682639)	(76, 122033.16407485401)	(77, 121810.9429131913)	(78, 123797.09615982475)	(79, 124738.34328863148)	(80, 122942.6881586554)	(81, 121597.58403570103)	(82, 121784.50910376935)	(83, 128109.87571160425)	(84, 147852.40730631375)	(85, 169706.94459917233)	(86, 183733.91013299633)	(87, 177075.00885261892)	(88, 162735.0410617402)	(89, 147402.50517804158)	(90, 141121.7698143765)	(91, 138874.44299362286)	(92, 131646.1291803028)	(93, 121247.96259882966)	(94, 110722.55732342992)	(95, 100920.77973977532)	(96, 84363.0279557331)	(97, 58563.08575464939)	(98, 29359.419174417773)	(99, 7850.900772994158)
P43	(0, 15615.56858029981)	(1, 21134.91474791673)	(2, 25296.28903897385)	(3, 29271.28459502186)	(4, 32682.923278273458)	(5, 35316.68413321112)	(6, 36977.44413253749)	(7, 38062.529773450275)	(8, 39764.41977870458)	(9, 42018.79470504368)	(10, 43129.18927582323)	(11, 45457.3969162318)	(12, 49756.430972790244)	(13, 51304.851160929094)	(14, 53768.28929416641)	(15, 55669.51265576575)	(16, 57413.16404993952)	(17, 58413.19584263334)	(18, 59688.374855376394)	(19, 60907.41631001083)	(20, 62432.18489721013)	(21, 63700.633874475534)	(22, 64503.10339764681)	(23, 66932.64039235032)	(24, 68634.27090433493)	(25, 69628.65278750364)	(26, 70066.3881996341)	(27, 71254.92199774898)	(28, 71898.31261310756)	(29, 72189.06851780896)	(30, 72541.13604138143)	(31, 73524.46190373124)	(32, 75162.74550181786)	(33, 76825.67145741184)	(34, 77697.13963536189)	(35, 79144.75462912867)	(36, 80314.5013332766)	(37, 81380.74740992767)	(38, 80583.33950583433)	(39, 81917.47757602044)	(40, 81286.4143976542)	(41, 81267.02783138675)	(42, 82747.52363056676)	(43, 82937.96179633468)	(44, 82987.01038633895)	(45, 84874.73668770761)	(46, 86165.6324276691)	(47, 87410.39788536775)	(48, 89601.91895811996)	(49, 92494.55051324311)	(50, 93517.32144326427)	(51, 94503.35341674883)	(52, 95565.26608736075)	(53, 96830.92597913745)	(54, 98458.03289587787)	(55, 99008.79840414757)	(56, 100622.88151787865)	(57, 101906.50292709436)	(58, 101973.59008543016)	(59, 102763.18024204826)	(60, 101476.44081495085)	(61, 100495.78151250942)	(62, 103190.34390731853)	(63, 104189.65291149353)	(64, 103272.09602182652)	(65, 102016.94389265974)	(66, 102464.9217042907)	(67, 102514.94741974767)	(68, 101713.50650432066)	(69, 101050.81840271481)	(70, 100347.07125228061)	(71, 100866.71983332514)	(72, 101289.68717574078)	(73, 102137.16749264172)	(74, 102358.95960013362)	(75, 103657.77281333655)	(76, 103065.49010460167)	(77, 102870.66011127153)	(78, 104706.97666747484)	(79, 105961.8016947326)	(80, 103508.68199706977)	(81, 100425.43344887538)	(82, 100588.05674436978)	(83, 110043.57725090923)	(84, 134497.09111467437)	(85, 159433.34756848266)	(86, 173224.01139143077)	(87, 162728.7689343386)	(88, 144850.55887730338)	(89, 126313.87678190437)	(90, 118545.76879477601)	(91, 115349.63507713671)	(92, 108133.85627258128)	(93, 99018.80759281057)	(94, 90964.95532331121)	(95, 83636.0922678816)	(96, 69813.3501284309)	(97, 48335.051241965586)	(98, 23981.51730126274)	(99, 6513.7083950405895)
P44	(0, 20211.613517492566)	(1, 27668.900433482224)	(2, 33010.42233160471)	(3, 38441.058120772825)	(4, 43161.20096918088)	(5, 46678.46263733424)	(6, 49155.36039157543)	(7, 50818.170942109275)	(8, 53042.22007689177)	(9, 55938.52979494096)	(10, 57123.89206147718)	(11, 59442.89090641733)	(12, 63245.401225173395)	(13, 65157.17742679191)	(14, 68214.72918321313)	(15, 70041.35429347283)	(16, 72150.95465973274)	(17, 73584.01376667288)	(18, 75416.54387472117)	(19, 77131.36541675779)	(20, 79185.64133329754)	(21, 80829.15214485074)	(22, 81820.43755203113)	(23, 84970.02300437522)	(24, 87102.97212152088)	(25, 88126.83508676362)	(26, 88648.36969242136)	(27, 90208.60511664764)	(28, 91039.90891034517)	(29, 91328.11081611675)	(30, 91659.23509369478)	(31, 92860.58255040456)	(32, 94915.85320823311)	(33, 96933.38551227434)	(34, 98204.82661548091)	(35, 100098.58550508402)	(36, 101422.53436903628)	(37, 102521.12507544868)	(38, 102173.3361600638)	(39, 103646.00614040712)	(40, 102854.7242737133)	(41, 102972.54313958976)	(42, 104550.5931282962)	(43, 104575.50727299246)	(44, 104548.56475101755)	(45, 106733.13147927712)	(46, 108240.0048048673)	(47, 109695.54350397899)	(48, 112283.29189207428)	(49, 115416.94208154053)	(50, 116596.02927201266)	(51, 117758.73104816502)	(52, 118957.00623283508)	(53, 120438.59594550788)	(54, 122150.62434963639)	(55, 122652.61784899475)	(56, 124489.5205150042)	(57, 125847.19009345179)	(58, 125694.04746186495)	(59, 126100.33934891745)	(60, 124567.09084953097)	(61, 123570.30240574994)	(62, 125461.8546700741)	(63, 126267.19112349808)	(64, 125018.8862977328)	(65, 123567.86674334698)	(66, 123814.65320291561)	(67, 123624.15541937217)	(68, 122321.32690808951)	(69, 121081.37994522361)	(70, 120307.60456349807)	(71, 120727.25154778728)	(72, 120940.21451661947)	(73, 121567.19314579677)	(74, 121855.08917052063)	(75, 123208.98541805558)	(76, 122380.07259654872)	(77, 121943.38615481969)	(78, 123800.4765605257)	(79, 124914.6010195622)	(80, 121985.11410998386)	(81, 118741.15899689423)	(82, 118700.85756310014)	(83, 126943.1605245978)	(84, 149726.18601833054)	(85, 173649.97696826377)	(86, 187058.8785626472)	(87, 177208.69610847026)	(88, 159342.37969233704)	(89, 141181.95303995753)	(90, 133859.039768729)	(91, 130307.3958542392)	(92, 122605.31570019475)	(93, 112751.38758975606)	(94, 103290.36317300101)	(95, 94602.33141066595)	(96, 79030.55549151322)	(97, 55590.268979512875)	(98, 28113.527864135605)	(99, 7581.7972174456645)
P45	(0, 15032.052053687152)	(1, 19229.91031875205)	(2, 22827.03702050402)	(3, 27021.09776794798)	(4, 30415.48611878199)	(5, 32845.15693706382)	(6, 34493.95785984771)	(7, 35820.35121445695)	(8, 37789.865801055734)	(9, 39524.89625179255)	(10, 40425.4201476679)	(11, 41550.159492971856)	(12, 42807.555165113656)	(13, 44223.18131769968)	(14, 45891.55065484628)	(15, 47684.239725150765)	(16, 49633.18577545337)	(17, 50784.99302171157)	(18, 52161.259454684216)	(19, 53198.40309771285)	(20, 54789.253733295205)	(21, 55871.078478038165)	(22, 56677.20615342425)	(23, 57633.48531838221)	(24, 58419.694598636066)	(25, 58942.45579907267)	(26, 60257.77696862279)	(27, 60769.441448637255)	(28, 61654.49160813684)	(29, 62501.95176015049)	(30, 62848.48887677319)	(31, 63689.896509247876)	(32, 65224.98942516023)	(33, 66752.8604361031)	(34, 67411.40803668043)	(35, 68639.3587791973)	(36, 69502.42443265756)	(37, 70056.90763721798)	(38, 70455.2609227103)	(39, 71511.29793641958)	(40, 71901.34224934502)	(41, 72109.5897078732)	(42, 73191.18534995818)	(43, 74505.588692999)	(44, 75437.15018817945)	(45, 76838.6000131988)	(46, 76874.20670197454)	(47, 77590.1292711101)	(48, 78824.9452827798)	(49, 80367.90633317501)	(50, 80818.97450066968)	(51, 81514.14363557952)	(52, 82455.41467663042)	(53, 83582.78979809121)	(54, 84636.57096616781)	(55, 85872.9644330716)	(56, 87741.42996988058)	(57, 87560.2899195541)	(58, 87758.84008651601)	(59, 88317.78974699558)	(60, 89330.91517057485)	(61, 89699.91402241623)	(62, 90004.38545324437)	(63, 90652.78997524845)	(64, 91020.01216445288)	(65, 90648.23304267546)	(66, 90921.30478499136)	(67, 91177.2364376087)	(68, 90784.91329103259)	(69, 90679.35985444779)	(70, 91063.40370365106)	(71, 91774.1075858309)	(72, 92564.6097938541)	(73, 93547.15608019175)	(74, 94694.60719334672)	(75, 96517.7789824523)	(76, 96296.75227555899)	(77, 96745.94526550017)	(78, 98970.4102977462)	(79, 100381.10273105417)	(80, 100393.87789690867)	(81, 101098.05661317486)	(82, 102690.27924082239)	(83, 109673.07219900322)	(84, 129191.33652949354)	(85, 152113.9483822395)	(86, 166870.14366490152)	(87, 159995.7651175968)	(88, 145155.7658085794)	(89, 129917.60391516084)	(90, 123648.48141246331)	(91, 121714.57655131581)	(92, 115989.25172455714)	(93, 107966.76854320893)	(94, 99671.22381151874)	(95, 89543.80716557264)	(96, 73702.21573363882)	(97, 52017.49442153271)	(98, 27164.091827120465)	(99, 7295.700104237793)
P46	(0, 19557.473531122763)	(1, 26020.65727860112)	(2, 30867.544337686162)	(3, 35862.868818845825)	(4, 39953.86373085411)	(5, 42751.813617331754)	(6, 44812.52085773646)	(7, 46418.7180910322)	(8, 48439.57623117409)	(9, 50635.00079743949)	(10, 51804.876142920904)	(11, 53685.91195035724)	(12, 56779.83354179793)	(13, 58142.12206061249)	(14, 60166.37942648671)	(15, 62214.061446013104)	(16, 64182.21177739387)	(17, 65215.1142157153)	(18, 66514.96656415846)	(19, 67776.86627148764)	(20, 69361.54214299828)	(21, 70512.06933633385)	(22, 71194.36140353381)	(23, 72908.87581601297)	(24, 74427.4039544164)	(25, 75254.89745415426)	(26, 76379.11090947229)	(27, 77407.56775078007)	(28, 78288.38300999434)	(29, 78753.39828584736)	(30, 79135.25529332554)	(31, 80032.74558897788)	(32, 81298.22201750931)	(33, 82713.72598447185)	(34, 83003.40456848805)	(35, 84138.4260830222)	(36, 85109.30538743867)	(37, 85670.53699672014)	(38, 85291.58383431671)	(39, 86327.27753720866)	(40, 85920.25675957503)	(41, 85743.65079857012)	(42, 86699.32115585469)	(43, 87174.70922979091)	(44, 87269.09381231306)	(45, 88677.56178881394)	(46, 89333.33901722703)	(47, 90099.24026377333)	(48, 91478.08849392059)	(49, 93436.51676249453)	(50, 93778.28212021894)	(51, 94466.61975063659)	(52, 95127.52114168894)	(53, 96315.39528390569)	(54, 97130.04243890425)	(55, 97598.45896791409)	(56, 98826.21599775739)	(57, 98896.41197683377)	(58, 98431.41254590687)	(59, 98725.02174030879)	(60, 98157.35095846077)	(61, 97525.60791785133)	(62, 98517.9132336313)	(63, 99049.59741248656)	(64, 98735.43082743693)	(65, 97725.2606583406)	(66, 97586.72247159238)	(67, 97377.47629346393)	(68, 96561.53000773059)	(69, 95772.43048244416)	(70, 95046.94928061521)	(71, 95171.7931646405)	(72, 95283.26018263737)	(73, 95494.722462942)	(74, 95188.83521243675)	(75, 95820.58004442013)	(76, 94732.9189231909)	(77, 94157.54211356724)	(78, 95180.5616957609)	(79, 95697.74795845272)	(80, 94229.0684105122)	(81, 92575.05307359192)	(82, 92871.2102498664)	(83, 97491.08445476147)	(84, 109525.63071270875)	(85, 122036.73273963197)	(86, 129810.52680619339)	(87, 124159.21725913552)	(88, 113791.69325751028)	(89, 102808.56498129808)	(90, 98426.31123733344)	(91, 97137.41025958923)	(92, 94105.5099642348)	(93, 89149.18286953402)	(94, 83096.14525188389)	(95, 74530.67314970582)	(96, 60198.55470174361)	(97, 41269.91699781652)	(98, 20555.38840870191)	(99, 5575.196928555533)
P47	(0, 18032.003989822057)	(1, 24591.88703136931)	(2, 29197.621230237575)	(3, 33333.5879620604)	(4, 37097.475074994465)	(5, 40071.12570660858)	(6, 42106.412771668845)	(7, 43618.78354561261)	(8, 45582.622706094946)	(9, 48317.51102758091)	(10, 49583.2467992278)	(11, 51784.155337484786)	(12, 56106.019949073925)	(13, 57627.33629090135)	(14, 59839.82283660956)	(15, 61613.70321873415)	(16, 63084.7313646405)	(17, 63801.427340464455)	(18, 64995.70159120411)	(19, 66210.84946469663)	(20, 67691.06616729283)	(21, 68926.54998992801)	(22, 69695.14566699615)	(23, 72523.36876834504)	(24, 74560.42490816266)	(25, 75779.51879626879)	(26, 76402.44960714232)	(27, 77726.07972246346)	(28, 78157.5162340023)	(29, 78434.28992437803)	(30, 79074.29162868159)	(31, 80097.10223696558)	(32, 81588.79845842083)	(33, 83168.24593724374)	(34, 83821.81233986572)	(35, 84911.62551048795)	(36, 86242.83815570436)	(37, 87184.98395592683)	(38, 86695.96563783898)	(39, 87851.12129218853)	(40, 86844.63444930989)	(41, 86338.81198177194)	(42, 87379.85655382075)	(43, 87443.91874639715)	(44, 87337.37819589568)	(45, 89275.60468053567)	(46, 90417.98360421015)	(47, 91566.22601171327)	(48, 93560.48446785365)	(49, 96492.77612431115)	(50, 97329.76254796782)	(51, 98321.58193004395)	(52, 99088.46991571183)	(53, 100180.3416227479)	(54, 101551.27011353963)	(55, 101964.6877195546)	(56, 103696.83142888002)	(57, 104600.38983211094)	(58, 104259.10594197824)	(59, 105041.6401771962)	(60, 103267.11396421862)	(61, 101861.02765581528)	(62, 102922.84292756315)	(63, 104053.41968213988)	(64, 102950.90913879988)	(65, 101485.02864088192)	(66, 101429.9354896422)	(67, 101099.37088493456)	(68, 100105.01731148628)	(69, 99821.54519080937)	(70, 98422.64152513999)	(71, 98806.51713601084)	(72, 98934.06983197352)	(73, 99654.3345099586)	(74, 99267.60247780701)	(75, 100584.12365848573)	(76, 99566.42214441237)	(77, 99025.82057012351)	(78, 100714.06527458064)	(79, 102104.17483609298)	(80, 99716.07162055864)	(81, 96617.85489328558)	(82, 96875.19209131859)	(83, 103606.81945721188)	(84, 119807.61250660532)	(85, 136139.7989289881)	(86, 146196.25139652268)	(87, 140197.96389742172)	(88, 128758.9039357759)	(89, 116380.08824412824)	(90, 111412.27058988059)	(91, 109461.23690725653)	(92, 104167.75150456808)	(93, 96246.9978408403)	(94, 88555.82990190572)	(95, 79757.11477495411)	(96, 65516.965710799916)	(97, 46149.01428947523)	(98, 23618.474286782322)	(99, 6574.924627481797)
P48	(0, 19085.818990244108)	(1, 24918.108774990073)	(2, 29492.434683607735)	(3, 34518.40737939358)	(4, 38687.584419555984)	(5, 41723.59695347353)	(6, 43714.76045743162)	(7, 45448.91529200231)	(8, 48009.328362081724)	(9, 50350.456648406616)	(10, 51576.60892149842)	(11, 53165.37914372777)	(12, 55427.79132519716)	(13, 57077.47480289215)	(14, 59318.70880469171)	(15, 61857.09939528316)	(16, 64285.06402192663)	(17, 65554.46753389876)	(18, 67066.75901825156)	(19, 68270.5446229875)	(20, 70135.20885249822)	(21, 71372.89937492441)	(22, 72141.62467907774)	(23, 73422.27833278904)	(24, 74561.5912030997)	(25, 75158.17446627807)	(26, 76648.1768721603)	(27, 77376.72637612012)	(28, 78236.99789868829)	(29, 79064.33608365661)	(30, 79406.53235139263)	(31, 80385.06676959587)	(32, 82150.4252148056)	(33, 83909.93043602527)	(34, 84523.8141154975)	(35, 85935.62622081167)	(36, 86988.55328636426)	(37, 87602.54909296134)	(38, 87829.86428487534)	(39, 88993.02338260539)	(40, 89153.06540988958)	(41, 89199.81790780224)	(42, 90266.02706710227)	(43, 91516.55781548381)	(44, 92313.17320685904)	(45, 94058.93585973543)	(46, 94059.72229982665)	(47, 94954.83090108384)	(48, 96475.11717542833)	(49, 98540.19046798728)	(50, 99091.43523595177)	(51, 99790.41634289417)	(52, 100906.7390317013)	(53, 102251.13638853132)	(54, 103456.32281957597)	(55, 104862.58808235805)	(56, 106988.34912636918)	(57, 106922.24252201027)	(58, 106976.12440309333)	(59, 107577.29308022406)	(60, 108077.81902125277)	(61, 107877.75825190663)	(62, 108245.4909375483)	(63, 109142.86767547231)	(64, 109396.59975854923)	(65, 108753.02826322032)	(66, 108852.62246734272)	(67, 108771.10962511755)	(68, 108073.96440311364)	(69, 107709.16051709859)	(70, 107863.0342856696)	(71, 108536.82512173476)	(72, 109172.9045342234)	(73, 109999.17551038273)	(74, 110664.33543828026)	(75, 112263.87443846335)	(76, 111678.84721104638)	(77, 111616.13653920211)	(78, 113711.5693484246)	(79, 115154.05568045584)	(80, 114633.18332985944)	(81, 114535.59205598851)	(82, 116222.58194636552)	(83, 125055.94018189772)	(84, 148453.73019838802)	(85, 174316.2003197433)	(86, 190551.7236189306)	(87, 181856.05492132573)	(88, 165456.61086664718)	(89, 148354.66116781023)	(90, 141117.64898908633)	(91, 138596.03984286656)	(92, 132427.15161243652)	(93, 123885.61000974863)	(94, 114642.89346489767)	(95, 102347.2289552912)	(96, 82796.24160481895)	(97, 57804.58324138482)	(98, 29804.610641940893)	(99, 7880.5695722167775)
P49	(0, 15243.242021122413)	(1, 19304.152553745942)	(2, 22869.558922747045)	(3, 27668.344837995784)	(4, 31370.444213204522)	(5, 34000.35916950188)	(6, 35923.62600110864)	(7, 37281.036794355336)	(8, 39527.97029182029)	(9, 41111.81448408523)	(10, 41821.74562110612)	(11, 42713.00650556093)	(12, 43460.53908934401)	(13, 44845.67855105954)	(14, 46167.19655461977)	(15, 47688.95604784566)	(16, 49657.15397725662)	(17, 50061.279404485584)	(18, 51212.68596509243)	(19, 52465.97123634883)	(20, 54178.81581741929)	(21, 55295.47320391395)	(22, 56364.87075981206)	(23, 57496.40131284862)	(24, 58490.01126600396)	(25, 58985.473752170015)	(26, 60664.94793698015)	(27, 61054.823497587866)	(28, 62063.71892735712)	(29, 62840.14176834742)	(30, 63070.293983437674)	(31, 63888.29692148282)	(32, 65182.388481801354)	(33, 66710.36100244398)	(34, 67034.32678175201)	(35, 68109.11680892804)	(36, 69192.37160268726)	(37, 69733.40817133832)	(38, 69847.72368286374)	(39, 71034.80555728973)	(40, 71699.65884109787)	(41, 71878.69592106796)	(42, 72595.03388498066)	(43, 73574.3222821991)	(44, 74628.00574726208)	(45, 75926.85474185937)	(46, 76377.82038174602)	(47, 77306.2963252784)	(48, 78660.94833718275)	(49, 79747.72518356159)	(50, 79933.47512362574)	(51, 80928.10585641272)	(52, 81890.66538778957)	(53, 83449.92883196328)	(54, 84377.88876945942)	(55, 85617.90066692578)	(56, 88127.30749898916)	(57, 87765.37867647523)	(58, 88354.59235407395)	(59, 88652.23068805208)	(60, 90032.90792896744)	(61, 90941.70068794435)	(62, 92190.50362097807)	(63, 92717.98221928133)	(64, 92335.37487307604)	(65, 91387.14111572519)	(66, 91091.42272262395)	(67, 92194.11804606851)	(68, 91527.21418098934)	(69, 91825.13326642598)	(70, 92297.74791785731)	(71, 92650.05290302883)	(72, 93522.1051432543)	(73, 95296.63774292677)	(74, 97139.54892877994)	(75, 100375.74171620689)	(76, 100057.85725026001)	(77, 100140.72937346953)	(78, 101538.04776158881)	(79, 102074.55365091375)	(80, 101511.5538354253)	(81, 101889.66905348693)	(82, 102748.93844747618)	(83, 106334.76075219444)	(84, 120796.45985965393)	(85, 140706.76575624396)	(86, 153043.40823969364)	(87, 146843.3278185514)	(88, 133334.8672916966)	(89, 120409.45438956203)	(90, 115633.00504108539)	(91, 114778.03844005252)	(92, 109811.13110067617)	(93, 101592.77431904135)	(94, 92956.97436403106)	(95, 84866.43742781626)	(96, 70998.2599187017)	(97, 47910.86744913789)	(98, 23424.53621016339)	(99, 6573.436513570264)
P50	(0, 21395.618055094565)	(1, 27079.255090279556)	(2, 31722.54923040184)	(3, 37448.54337835469)	(4, 41894.24921372737)	(5, 45055.87875866619)	(6, 47609.910592906315)	(7, 49381.16807918516)	(8, 52024.7092638781)	(9, 53991.90290762653)	(10, 55057.62473299692)	(11, 56150.56342027492)	(12, 57178.846103150616)	(13, 58872.512792235364)	(14, 60235.47324499651)	(15, 62047.42106798759)	(16, 64396.587879898)	(17, 64869.9116331961)	(18, 66339.9198342758)	(19, 67951.5920298085)	(20, 69794.62114927486)	(21, 71166.24517322806)	(22, 72541.21120067118)	(23, 74013.69611543462)	(24, 75157.46395596335)	(25, 75844.50293688886)	(26, 77456.78090076482)	(27, 77725.22183014994)	(28, 78415.80331132963)	(29, 79197.81460274251)	(30, 79503.16162920737)	(31, 80302.96480795476)	(32, 81311.70979638376)	(33, 82640.56304229805)	(34, 83000.3597566706)	(35, 84035.88225579764)	(36, 85587.3300096203)	(37, 86171.44452334888)	(38, 85869.80111519503)	(39, 87301.20746322017)	(40, 88000.76365877962)	(41, 88233.55884849916)	(42, 88783.53483134812)	(43, 89861.99917178862)	(44, 90840.39801228011)	(45, 91963.92644659786)	(46, 92561.048951038)	(47, 93778.85993749721)	(48, 95391.11512993867)	(49, 96494.80203649269)	(50, 96636.03646594065)	(51, 97515.91091759794)	(52, 98216.77328068572)	(53, 99795.46220644572)	(54, 101131.03001282953)	(55, 102535.80330358831)	(56, 105467.04071665875)	(57, 105235.50800663029)	(58, 105719.15629620137)	(59, 105951.5872159241)	(60, 107260.57030711685)	(61, 108372.56882605534)	(62, 109510.51235757305)	(63, 110302.8529175621)	(64, 109411.36354290081)	(65, 108103.62606918419)	(66, 107398.49777900861)	(67, 108819.72892878404)	(68, 108200.29980258092)	(69, 109028.51573387905)	(70, 109584.40941916607)	(71, 109756.68680977012)	(72, 110718.49751811968)	(73, 113619.59618726533)	(74, 116346.60758343409)	(75, 120752.81758875672)	(76, 120613.67531480733)	(77, 120993.26749589437)	(78, 123162.13619154693)	(79, 124485.0281725261)	(80, 124725.32649833622)	(81, 125998.93631706086)	(82, 126861.97923984415)	(83, 128851.56749045086)	(84, 138353.54324423437)	(85, 154939.1434719879)	(86, 167072.70397174574)	(87, 164000.73530979373)	(88, 153097.03538357958)	(89, 141227.36062783157)	(90, 136091.23720082056)	(91, 133931.6714990602)	(92, 128526.17761189298)	(93, 118653.03779166754)	(94, 107410.77184182018)	(95, 96597.10473006361)	(96, 80743.81445131963)	(97, 56467.729348362875)	(98, 29147.926652923266)	(99, 8503.129777049693)
P51	(0, 22496.860755949405)	(1, 28815.272678379144)	(2, 33628.41369669365)	(3, 38327.25418766752)	(4, 42006.24730798491)	(5, 44487.819359824636)	(6, 46358.03305851126)	(7, 47775.462923866864)	(8, 49609.86906055047)	(9, 51237.735161391785)	(10, 52030.376929799124)	(11, 53098.997531198926)	(12, 54200.30078589501)	(13, 55598.25959020347)	(14, 56604.76121330506)	(15, 57730.07244675185)	(16, 59168.14281523576)	(17, 59579.79002274841)	(18, 60393.795427494326)	(19, 61486.62486643196)	(20, 62636.23649967012)	(21, 63884.38294621276)	(22, 64897.295527325194)	(23, 65953.70826106974)	(24, 67355.33786450296)	(25, 68252.2021385986)	(26, 69717.57165920694)	(27, 70171.62423611333)	(28, 70874.06100527591)	(29, 71564.34433423103)	(30, 71917.03132915578)	(31, 72579.55389891312)	(32, 73082.96549271444)	(33, 74012.23297615226)	(34, 74176.43056766642)	(35, 74584.38360470731)	(36, 75776.58309432308)	(37, 76359.97764909384)	(38, 75992.19285537598)	(39, 77023.49090131259)	(40, 77409.4227836627)	(41, 77394.2242238275)	(42, 77958.99422288114)	(43, 78858.9049261058)	(44, 79405.33168926288)	(45, 80220.21515843963)	(46, 80717.98808024585)	(47, 81267.78928518399)	(48, 82178.72687019595)	(49, 82488.15329678732)	(50, 82095.65753249529)	(51, 82959.45062671659)	(52, 83005.9637697762)	(53, 83636.15514703658)	(54, 84081.4639752184)	(55, 84889.32852043876)	(56, 86596.3673704376)	(57, 85752.67544881848)	(58, 85601.93468367477)	(59, 85483.94960638421)	(60, 86027.41763781279)	(61, 86343.10458569921)	(62, 87110.68543159636)	(63, 87269.78881824703)	(64, 86221.10006887987)	(65, 85614.9840467368)	(66, 85252.03317404143)	(67, 85749.11130926595)	(68, 85213.8611116003)	(69, 85603.72020814716)	(70, 85490.44455144498)	(71, 85204.90825442223)	(72, 85442.37876630148)	(73, 86356.49471758147)	(74, 87240.16920923324)	(75, 89068.55747347073)	(76, 88506.73153696896)	(77, 87971.76219962661)	(78, 88428.03025665336)	(79, 88386.55462174301)	(80, 87767.47367947872)	(81, 87215.97916489534)	(82, 86475.1672314466)	(83, 85653.932425164)	(84, 88533.55490198675)	(85, 94742.86223056474)	(86, 98877.46181532335)	(87, 96435.50427193289)	(88, 91109.9880338482)	(89, 85571.48665528685)	(90, 82835.26622791044)	(91, 80864.18503010369)	(92, 76200.6373581415)	(93, 69127.00091702101)	(94, 62138.17851570069)	(95, 56042.91491364739)	(96, 47768.705762346144)	(97, 34508.313871586586)	(98, 19497.930859813445)	(99, 6125.736599946199)
