Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
P42	23255.471344727448	30394.565357452924	36217.984376545246	42657.80975339975	47694.667307094074	51165.171269895414	53573.22339530207	55315.431395556785	57698.394668237794	60154.3712477903	61430.08961801346	63244.45880805529	65721.26940838878	67619.63548855888	70047.81552585523	72377.85012752183	75009.87114067773	76409.62905155602	78238.72418955897	79845.50653719042	82098.25537659129	83720.84016282408	84902.6022055042	86862.58211435104	88502.35181828766	89259.73801407745	90888.11985533849	91766.46175268634	92962.65809611078	93429.39804760288	93651.39124028872	94703.9019748259	96380.21487630183	98214.94662884112	98874.52027390413	100478.41869757985	101544.84163892089	102121.68900705897	102185.01436480829	103409.73058908027	103482.50985018519	103657.26273979906	104965.67476260252	105669.82575993975	106267.11557311351	107934.03784449145	108889.75361792576	110005.05456161239	111728.9661778142	113763.25159334736	114183.27169795358	114998.10312567952	116036.92248787206	117356.29733593887	118302.65048118113	119269.31151125369	121101.138838845	120906.71019425741	120536.30212612227	120932.21609079183	121068.1518302917	121113.01936836634	122085.90499271039	122612.46312213072	122414.38517024262	121399.08666519554	121395.33110297499	121391.52600446236	120393.79578928695	119414.31576922837	119337.10856053929	119610.13328279894	119847.7676806134	120627.35500937444	121411.24741401349	123007.10394682639	122033.16407485401	121810.9429131913	123797.09615982475	124738.34328863148	122942.6881586554	121597.58403570103	121784.50910376935	128109.87571160425	147852.40730631375	169706.94459917233	183733.91013299633	177075.00885261892	162735.0410617402	147402.50517804158	141121.7698143765	138874.44299362286	131646.1291803028	121247.96259882966	110722.55732342992	100920.77973977532	84363.0279557331	58563.08575464939	29359.419174417773	7850.900772994158
P43	15615.56858029981	21134.91474791673	25296.28903897385	29271.28459502186	32682.923278273458	35316.68413321112	36977.44413253749	38062.529773450275	39764.41977870458	42018.79470504368	43129.18927582323	45457.3969162318	49756.430972790244	51304.851160929094	53768.28929416641	55669.51265576575	57413.16404993952	58413.19584263334	59688.374855376394	60907.41631001083	62432.18489721013	63700.633874475534	64503.10339764681	66932.64039235032	68634.27090433493	69628.65278750364	70066.3881996341	71254.92199774898	71898.31261310756	72189.06851780896	72541.13604138143	73524.46190373124	75162.74550181786	76825.67145741184	77697.13963536189	79144.75462912867	80314.5013332766	81380.74740992767	80583.33950583433	81917.47757602044	81286.4143976542	81267.02783138675	82747.52363056676	82937.96179633468	82987.01038633895	84874.73668770761	86165.6324276691	87410.39788536775	89601.91895811996	92494.55051324311	93517.32144326427	94503.35341674883	95565.26608736075	96830.92597913745	98458.03289587787	99008.79840414757	100622.88151787865	101906.50292709436	101973.59008543016	102763.18024204826	101476.44081495085	100495.78151250942	103190.34390731853	104189.65291149353	103272.09602182652	102016.94389265974	102464.9217042907	102514.94741974767	101713.50650432066	101050.81840271481	100347.07125228061	100866.71983332514	101289.68717574078	102137.16749264172	102358.95960013362	103657.77281333655	103065.49010460167	102870.66011127153	104706.97666747484	105961.8016947326	103508.68199706977	100425.43344887538	100588.05674436978	110043.57725090923	134497.09111467437	159433.34756848266	173224.01139143077	162728.7689343386	144850.55887730338	126313.87678190437	118545.76879477601	115349.63507713671	108133.85627258128	99018.80759281057	90964.95532331121	83636.0922678816	69813.3501284309	48335.051241965586	23981.51730126274	6513.7083950405895
P44	20211.613517492566	27668.900433482224	33010.42233160471	38441.058120772825	43161.20096918088	46678.46263733424	49155.36039157543	50818.170942109275	53042.22007689177	55938.52979494096	57123.89206147718	59442.89090641733	63245.401225173395	65157.17742679191	68214.72918321313	70041.35429347283	72150.95465973274	73584.01376667288	75416.54387472117	77131.36541675779	79185.64133329754	80829.15214485074	81820.43755203113	84970.02300437522	87102.97212152088	88126.83508676362	88648.36969242136	90208.60511664764	91039.90891034517	91328.11081611675	91659.23509369478	92860.58255040456	94915.85320823311	96933.38551227434	98204.82661548091	100098.58550508402	101422.53436903628	102521.12507544868	102173.3361600638	103646.00614040712	102854.7242737133	102972.54313958976	104550.5931282962	104575.50727299246	104548.56475101755	106733.13147927712	108240.0048048673	109695.54350397899	112283.29189207428	115416.94208154053	116596.02927201266	117758.73104816502	118957.00623283508	120438.59594550788	122150.62434963639	122652.61784899475	124489.5205150042	125847.19009345179	125694.04746186495	126100.33934891745	124567.09084953097	123570.30240574994	125461.8546700741	126267.19112349808	125018.8862977328	123567.86674334698	123814.65320291561	123624.15541937217	122321.32690808951	121081.37994522361	120307.60456349807	120727.25154778728	120940.21451661947	121567.19314579677	121855.08917052063	123208.98541805558	122380.07259654872	121943.38615481969	123800.4765605257	124914.6010195622	121985.11410998386	118741.15899689423	118700.85756310014	126943.1605245978	149726.18601833054	173649.97696826377	187058.8785626472	177208.69610847026	159342.37969233704	141181.95303995753	133859.039768729	130307.3958542392	122605.31570019475	112751.38758975606	103290.36317300101	94602.33141066595	79030.55549151322	55590.268979512875	28113.527864135605	7581.7972174456645
P45	15032.052053687152	19229.91031875205	22827.03702050402	27021.09776794798	30415.48611878199	32845.15693706382	34493.95785984771	35820.35121445695	37789.865801055734	39524.89625179255	40425.4201476679	41550.159492971856	42807.555165113656	44223.18131769968	45891.55065484628	47684.239725150765	49633.18577545337	50784.99302171157	52161.259454684216	53198.40309771285	54789.253733295205	55871.078478038165	56677.20615342425	57633.48531838221	58419.694598636066	58942.45579907267	60257.77696862279	60769.441448637255	61654.49160813684	62501.95176015049	62848.48887677319	63689.896509247876	65224.98942516023	66752.8604361031	67411.40803668043	68639.3587791973	69502.42443265756	70056.90763721798	70455.2609227103	71511.29793641958	71901.34224934502	72109.5897078732	73191.18534995818	74505.588692999	75437.15018817945	76838.6000131988	76874.20670197454	77590.1292711101	78824.9452827798	80367.90633317501	80818.97450066968	81514.14363557952	82455.41467663042	83582.78979809121	84636.57096616781	85872.9644330716	87741.42996988058	87560.2899195541	87758.84008651601	88317.78974699558	89330.91517057485	89699.91402241623	90004.38545324437	90652.78997524845	91020.01216445288	90648.23304267546	90921.30478499136	91177.2364376087	90784.91329103259	90679.35985444779	91063.40370365106	91774.1075858309	92564.6097938541	93547.15608019175	94694.60719334672	96517.7789824523	96296.75227555899	96745.94526550017	98970.4102977462	100381.10273105417	100393.87789690867	101098.05661317486	102690.27924082239	109673.07219900322	129191.33652949354	152113.9483822395	166870.14366490152	159995.7651175968	145155.7658085794	129917.60391516084	123648.48141246331	121714.57655131581	115989.25172455714	107966.76854320893	99671.22381151874	89543.80716557264	73702.21573363882	52017.49442153271	27164.091827120465	7295.700104237793
P46	19557.473531122763	26020.65727860112	30867.544337686162	35862.868818845825	39953.86373085411	42751.813617331754	44812.52085773646	46418.7180910322	48439.57623117409	50635.00079743949	51804.876142920904	53685.91195035724	56779.83354179793	58142.12206061249	60166.37942648671	62214.061446013104	64182.21177739387	65215.1142157153	66514.96656415846	67776.86627148764	69361.54214299828	70512.06933633385	71194.36140353381	72908.87581601297	74427.4039544164	75254.89745415426	76379.11090947229	77407.56775078007	78288.38300999434	78753.39828584736	79135.25529332554	80032.74558897788	81298.22201750931	82713.72598447185	83003.40456848805	84138.4260830222	85109.30538743867	85670.53699672014	85291.58383431671	86327.27753720866	85920.25675957503	85743.65079857012	86699.32115585469	87174.70922979091	87269.09381231306	88677.56178881394	89333.33901722703	90099.24026377333	91478.08849392059	93436.51676249453	93778.28212021894	94466.61975063659	95127.52114168894	96315.39528390569	97130.04243890425	97598.45896791409	98826.21599775739	98896.41197683377	98431.41254590687	98725.02174030879	98157.35095846077	97525.60791785133	98517.9132336313	99049.59741248656	98735.43082743693	97725.2606583406	97586.72247159238	97377.47629346393	96561.53000773059	95772.43048244416	95046.94928061521	95171.7931646405	95283.26018263737	95494.722462942	95188.83521243675	95820.58004442013	94732.9189231909	94157.54211356724	95180.5616957609	95697.74795845272	94229.0684105122	92575.05307359192	92871.2102498664	97491.08445476147	109525.63071270875	122036.73273963197	129810.52680619339	124159.21725913552	113791.69325751028	102808.56498129808	98426.31123733344	97137.41025958923	94105.5099642348	89149.18286953402	83096.14525188389	74530.67314970582	60198.55470174361	41269.91699781652	20555.38840870191	5575.196928555533
P47	18032.003989822057	24591.88703136931	29197.621230237575	33333.5879620604	37097.475074994465	40071.12570660858	42106.412771668845	43618.78354561261	45582.622706094946	48317.51102758091	49583.2467992278	51784.155337484786	56106.019949073925	57627.33629090135	59839.82283660956	61613.70321873415	63084.7313646405	63801.427340464455	64995.70159120411	66210.84946469663	67691.06616729283	68926.54998992801	69695.14566699615	72523.36876834504	74560.42490816266	75779.51879626879	76402.44960714232	77726.07972246346	78157.5162340023	78434.28992437803	79074.29162868159	80097.10223696558	81588.79845842083	83168.24593724374	83821.81233986572	84911.62551048795	86242.83815570436	87184.98395592683	86695.96563783898	87851.12129218853	86844.63444930989	86338.81198177194	87379.85655382075	87443.91874639715	87337.37819589568	89275.60468053567	90417.98360421015	91566.22601171327	93560.48446785365	96492.77612431115	97329.76254796782	98321.58193004395	99088.46991571183	100180.3416227479	101551.27011353963	101964.6877195546	103696.83142888002	104600.38983211094	104259.10594197824	105041.6401771962	103267.11396421862	101861.02765581528	102922.84292756315	104053.41968213988	102950.90913879988	101485.02864088192	101429.9354896422	101099.37088493456	100105.01731148628	99821.54519080937	98422.64152513999	98806.51713601084	98934.06983197352	99654.3345099586	99267.60247780701	100584.12365848573	99566.42214441237	99025.82057012351	100714.06527458064	102104.17483609298	99716.07162055864	96617.85489328558	96875.19209131859	103606.81945721188	119807.61250660532	136139.7989289881	146196.25139652268	140197.96389742172	128758.9039357759	116380.08824412824	111412.27058988059	109461.23690725653	104167.75150456808	96246.9978408403	88555.82990190572	79757.11477495411	65516.965710799916	46149.01428947523	23618.474286782322	6574.924627481797
P48	19085.818990244108	24918.108774990073	29492.434683607735	34518.40737939358	38687.584419555984	41723.59695347353	43714.76045743162	45448.91529200231	48009.328362081724	50350.456648406616	51576.60892149842	53165.37914372777	55427.79132519716	57077.47480289215	59318.70880469171	61857.09939528316	64285.06402192663	65554.46753389876	67066.75901825156	68270.5446229875	70135.20885249822	71372.89937492441	72141.62467907774	73422.27833278904	74561.5912030997	75158.17446627807	76648.1768721603	77376.72637612012	78236.99789868829	79064.33608365661	79406.53235139263	80385.06676959587	82150.4252148056	83909.93043602527	84523.8141154975	85935.62622081167	86988.55328636426	87602.54909296134	87829.86428487534	88993.02338260539	89153.06540988958	89199.81790780224	90266.02706710227	91516.55781548381	92313.17320685904	94058.93585973543	94059.72229982665	94954.83090108384	96475.11717542833	98540.19046798728	99091.43523595177	99790.41634289417	100906.7390317013	102251.13638853132	103456.32281957597	104862.58808235805	106988.34912636918	106922.24252201027	106976.12440309333	107577.29308022406	108077.81902125277	107877.75825190663	108245.4909375483	109142.86767547231	109396.59975854923	108753.02826322032	108852.62246734272	108771.10962511755	108073.96440311364	107709.16051709859	107863.0342856696	108536.82512173476	109172.9045342234	109999.17551038273	110664.33543828026	112263.87443846335	111678.84721104638	111616.13653920211	113711.5693484246	115154.05568045584	114633.18332985944	114535.59205598851	116222.58194636552	125055.94018189772	148453.73019838802	174316.2003197433	190551.7236189306	181856.05492132573	165456.61086664718	148354.66116781023	141117.64898908633	138596.03984286656	132427.15161243652	123885.61000974863	114642.89346489767	102347.2289552912	82796.24160481895	57804.58324138482	29804.610641940893	7880.5695722167775
P49	15243.242021122413	19304.152553745942	22869.558922747045	27668.344837995784	31370.444213204522	34000.35916950188	35923.62600110864	37281.036794355336	39527.97029182029	41111.81448408523	41821.74562110612	42713.00650556093	43460.53908934401	44845.67855105954	46167.19655461977	47688.95604784566	49657.15397725662	50061.279404485584	51212.68596509243	52465.97123634883	54178.81581741929	55295.47320391395	56364.87075981206	57496.40131284862	58490.01126600396	58985.473752170015	60664.94793698015	61054.823497587866	62063.71892735712	62840.14176834742	63070.293983437674	63888.29692148282	65182.388481801354	66710.36100244398	67034.32678175201	68109.11680892804	69192.37160268726	69733.40817133832	69847.72368286374	71034.80555728973	71699.65884109787	71878.69592106796	72595.03388498066	73574.3222821991	74628.00574726208	75926.85474185937	76377.82038174602	77306.2963252784	78660.94833718275	79747.72518356159	79933.47512362574	80928.10585641272	81890.66538778957	83449.92883196328	84377.88876945942	85617.90066692578	88127.30749898916	87765.37867647523	88354.59235407395	88652.23068805208	90032.90792896744	90941.70068794435	92190.50362097807	92717.98221928133	92335.37487307604	91387.14111572519	91091.42272262395	92194.11804606851	91527.21418098934	91825.13326642598	92297.74791785731	92650.05290302883	93522.1051432543	95296.63774292677	97139.54892877994	100375.74171620689	100057.85725026001	100140.72937346953	101538.04776158881	102074.55365091375	101511.5538354253	101889.66905348693	102748.93844747618	106334.76075219444	120796.45985965393	140706.76575624396	153043.40823969364	146843.3278185514	133334.8672916966	120409.45438956203	115633.00504108539	114778.03844005252	109811.13110067617	101592.77431904135	92956.97436403106	84866.43742781626	70998.2599187017	47910.86744913789	23424.53621016339	6573.436513570264
P50	21395.618055094565	27079.255090279556	31722.54923040184	37448.54337835469	41894.24921372737	45055.87875866619	47609.910592906315	49381.16807918516	52024.7092638781	53991.90290762653	55057.62473299692	56150.56342027492	57178.846103150616	58872.512792235364	60235.47324499651	62047.42106798759	64396.587879898	64869.9116331961	66339.9198342758	67951.5920298085	69794.62114927486	71166.24517322806	72541.21120067118	74013.69611543462	75157.46395596335	75844.50293688886	77456.78090076482	77725.22183014994	78415.80331132963	79197.81460274251	79503.16162920737	80302.96480795476	81311.70979638376	82640.56304229805	83000.3597566706	84035.88225579764	85587.3300096203	86171.44452334888	85869.80111519503	87301.20746322017	88000.76365877962	88233.55884849916	88783.53483134812	89861.99917178862	90840.39801228011	91963.92644659786	92561.048951038	93778.85993749721	95391.11512993867	96494.80203649269	96636.03646594065	97515.91091759794	98216.77328068572	99795.46220644572	101131.03001282953	102535.80330358831	105467.04071665875	105235.50800663029	105719.15629620137	105951.5872159241	107260.57030711685	108372.56882605534	109510.51235757305	110302.8529175621	109411.36354290081	108103.62606918419	107398.49777900861	108819.72892878404	108200.29980258092	109028.51573387905	109584.40941916607	109756.68680977012	110718.49751811968	113619.59618726533	116346.60758343409	120752.81758875672	120613.67531480733	120993.26749589437	123162.13619154693	124485.0281725261	124725.32649833622	125998.93631706086	126861.97923984415	128851.56749045086	138353.54324423437	154939.1434719879	167072.70397174574	164000.73530979373	153097.03538357958	141227.36062783157	136091.23720082056	133931.6714990602	128526.17761189298	118653.03779166754	107410.77184182018	96597.10473006361	80743.81445131963	56467.729348362875	29147.926652923266	8503.129777049693
P51	22496.860755949405	28815.272678379144	33628.41369669365	38327.25418766752	42006.24730798491	44487.819359824636	46358.03305851126	47775.462923866864	49609.86906055047	51237.735161391785	52030.376929799124	53098.997531198926	54200.30078589501	55598.25959020347	56604.76121330506	57730.07244675185	59168.14281523576	59579.79002274841	60393.795427494326	61486.62486643196	62636.23649967012	63884.38294621276	64897.295527325194	65953.70826106974	67355.33786450296	68252.2021385986	69717.57165920694	70171.62423611333	70874.06100527591	71564.34433423103	71917.03132915578	72579.55389891312	73082.96549271444	74012.23297615226	74176.43056766642	74584.38360470731	75776.58309432308	76359.97764909384	75992.19285537598	77023.49090131259	77409.4227836627	77394.2242238275	77958.99422288114	78858.9049261058	79405.33168926288	80220.21515843963	80717.98808024585	81267.78928518399	82178.72687019595	82488.15329678732	82095.65753249529	82959.45062671659	83005.9637697762	83636.15514703658	84081.4639752184	84889.32852043876	86596.3673704376	85752.67544881848	85601.93468367477	85483.94960638421	86027.41763781279	86343.10458569921	87110.68543159636	87269.78881824703	86221.10006887987	85614.9840467368	85252.03317404143	85749.11130926595	85213.8611116003	85603.72020814716	85490.44455144498	85204.90825442223	85442.37876630148	86356.49471758147	87240.16920923324	89068.55747347073	88506.73153696896	87971.76219962661	88428.03025665336	88386.55462174301	87767.47367947872	87215.97916489534	86475.1672314466	85653.932425164	88533.55490198675	94742.86223056474	98877.46181532335	96435.50427193289	91109.9880338482	85571.48665528685	82835.26622791044	80864.18503010369	76200.6373581415	69127.00091702101	62138.17851570069	56042.91491364739	47768.705762346144	34508.313871586586	19497.930859813445	6125.736599946199
P52	23422.255232675212	30224.195488272722	35329.8270905997	40781.8086743879	44943.41975282178	47716.69880653691	49889.73680248709	51531.88214646188	54086.023309997225	56549.18603271001	57833.5134287796	59421.02327929809	61129.05911278519	62842.75113233966	63982.78767483042	65400.113777293445	67005.97757802308	67293.85859055116	68486.1446776646	69821.67426682051	71175.55240232013	72409.12417643244	73368.99993988578	74524.47093644473	75720.80715518375	76561.96602565167	77863.09332327063	78487.42142123057	79071.86120722395	80093.13920979344	80513.85742129131	81271.24103261772	81969.0598009473	82809.37374355785	83130.76673091752	83678.58959344903	85217.65572647657	85852.52140386311	85140.85858006333	86491.49490730569	86736.91917090041	86634.14386211151	86905.893169368	87990.4065964465	88663.52137022892	89564.11690388851	89767.42456742068	90852.86232002708	92151.84669091602	92914.1371242359	92758.48406995209	93370.26677345543	93300.53999420001	93872.29166617934	94653.37650057708	95615.88371273791	97985.59595020844	97646.10832953101	97936.0039579391	97953.60412047918	98472.28705716776	98603.81119121116	99428.10410514075	99843.88226919774	98268.98633636103	96848.53114311249	95882.89775913295	96650.71929504588	95874.53096150768	96597.02156055906	96487.40905945553	96234.63454918165	96529.51788239098	97939.07411926966	99148.60778324745	102264.84275065034	101493.55531268146	100981.43551321483	101834.40392680923	102102.66794285539	101813.86740126848	101640.64387556857	101429.268691879	100867.94512254198	104215.9419406551	112356.39969762259	118810.21610793182	117137.63697624432	111564.45054793125	104867.4464262839	101308.58216330352	99249.21136614947	94121.44842261486	86391.17080383467	78576.27881847625	71312.23644645947	60356.45646255044	43804.09326613003	24419.26601676345	7372.458786575629
PNKD	35928.61672606947	46494.580780477096	54480.217223981104	62514.217655509965	68809.64663911253	72947.12117537123	76209.73841957748	78706.64832487243	81199.40285156349	83494.19005768342	84881.01643822662	86360.70336850754	87404.81566024468	88957.27410006933	90513.49914167688	92510.09627327972	95248.54108011989	96653.52953562078	97920.69585503325	99487.55371709689	101350.48782259763	102795.8220122168	103558.78856385389	104819.06001516667	106609.75673510475	107533.42303641194	110156.36671055404	110295.09551651392	111297.32190978223	112137.47719151586	112863.68174831013	114234.21352013158	115500.82977345148	117072.38718065631	116694.3214953352	117711.382283392	118460.50449951387	118864.42631940724	119160.06003494377	119302.63679324003	118997.92752954228	118546.19596163677	118612.80451602492	118778.56054038019	118533.74263171642	118986.95092282943	118925.26219665141	118506.23832743744	118843.66531766209	119084.12984325114	118245.23711621264	118470.96075775461	118605.49321386509	119302.63244213196	119385.61752304508	119781.13094561799	119568.08893622993	117563.59335983463	116358.95175471729	115125.31360358276	115049.01945127206	114826.16207323642	114467.61985009187	113803.42443891212	113620.97484727546	113040.08557188617	112412.2309606474	111563.843395913	110599.92795665852	109020.08693309175	108516.37999304985	107873.63396492948	107112.68166287737	105685.54858563456	104701.14040400255	103143.82621510023	101462.93782908497	99479.76485014331	98466.41600309222	96519.00823040676	93769.37673558394	91215.15131667169	88640.43276676463	85719.21590341482	84001.3480802834	81042.09025307104	78911.24826758554	77548.91988113242	75816.76973984519	72841.28789025874	69848.61227786247	65872.20837142548	61433.23924737394	55545.36455586366	49478.58961756636	43232.68114194258	34626.38497783855	23619.656883778247	13333.061383951632	4392.046643238691
PNKIT	34001.851523964746	45718.428272524885	54313.03662328494	60130.78357219798	65146.196126120514	68954.60566737365	70869.50560808882	72611.69648702242	73589.87100020981	75668.85545180652	76591.54651071959	77299.49879054786	78573.2413582915	79650.4182527193	81363.92352203633	82961.42982667683	85460.52688147138	85580.96391084859	86087.48709946976	87751.60366459217	90735.54333352872	93261.87858295154	93408.86818609216	94564.5761469611	95242.05091625682	96140.48662561417	97159.05479094807	97004.89273698682	96829.63772411492	96713.2217982348	97295.60488188424	97731.96494683606	98079.4816425126	98575.3396054938	98972.2198968631	99026.27536052284	99053.9617880685	100208.09870212701	100767.79848907214	100632.51520173998	100899.39952797488	102006.28907803747	103280.70274710275	103681.05507551257	103959.00837363239	104611.65985232605	104339.73098901444	104074.35523002788	103121.68411255331	103622.5278186597	104077.15829208492	103869.8072724685	102389.60424994025	103686.10032928073	103845.85354451046	104229.01457011088	104133.18028510778	104655.11363735251	104943.02968199026	104489.63107821472	104735.56433027034	106325.83626284699	107649.34827774148	107623.45219052197	107704.71723448446	106986.48175887944	106542.51624891406	105378.58756549381	104342.93988512798	104034.21486340475	105163.74062534099	104293.56023182573	103866.06267702424	103252.45933598476	102412.56509212631	101407.1196532167	100793.20378336831	99505.88689904132	98632.68324875824	97240.97390329686	96116.99462042862	95051.89533225672	93533.68674205686	91600.64614225664	90132.76939502629	86673.00356959074	84230.32756087928	80622.45814644263	77996.05504483347	73888.18451407204	69658.53951825458	65581.36715605097	61370.53012453267	55831.790158155476	49590.87369482599	43758.59117153133	34192.98945219738	24076.296743493393	13716.650526312775	4126.253946364921
PNKV	27097.124036904646	34683.096178065905	40508.660974832026	46471.668196778286	50963.117094704	53772.99991811341	56002.696707200375	57920.745663764916	59636.43316942454	61480.76605962162	62537.92726093108	63511.81986060949	64143.45047633961	65317.38932389354	66681.15541208422	68588.55180248243	70798.27378248617	71930.69280138383	72878.01623941977	74048.05517142164	75460.40600248126	76428.5146461294	76966.37908358019	78228.1277291866	79451.789023299	80117.48567680067	81961.92597645169	82137.3017388352	83002.96407611757	83698.0611442888	84152.1440846126	84933.27566645564	85977.99980696944	87051.23670411819	86988.00017618295	87645.55909254536	88176.09162157676	88475.98149895054	88630.65297099271	88838.18257817072	88231.63954345805	88094.5086188937	88252.28084595135	88384.69075577763	88279.18615466545	88605.82888182577	88626.45613543644	88512.87504482787	88880.48873245214	89187.63565914289	88688.81734624585	88871.58693303037	89053.36811853075	89659.27750998313	89828.58899729537	90186.60922567468	90291.54010426131	88898.61664582841	88001.72900786609	86895.77256648631	86499.29451287407	86442.38096277892	86346.2446959782	85956.25025955732	85663.48021645579	85233.77005338769	84877.72556989994	84196.01183512025	83470.55663722925	82237.05775710453	81910.08679423046	81494.48101993045	81025.34836027751	80162.2317210209	79507.07442109798	78490.53835268467	77273.20952884652	75924.97445569397	75289.31098067875	73808.42702517932	71781.7453273185	69793.95171235841	67879.98455175846	66069.65654971178	64913.08481548766	62895.10054078726	61226.644192863765	60190.14504245995	59085.96062185957	56905.66318255106	54755.17896867614	51823.29531917395	48592.50167224099	44310.77225544549	39687.7068946903	35038.16298535014	28598.53143388593	19930.894691861562	11711.37021408126	4037.35438880366
