Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
IT1G	(0, 0.3832875690220466)	(1, 0.5322262264904671)	(2, 0.6301973698065207)	(3, 0.7045565628744794)	(4, 0.765147900149221)	(5, 0.8030396412822135)	(6, 0.8274615157322923)	(7, 0.8482084506047073)	(8, 0.860017335804889)	(9, 0.8810540165173955)	(10, 0.8932551600161107)	(11, 0.9039592293195194)	(12, 0.9110959592427528)	(13, 0.9219592709085379)	(14, 0.9412077532732535)	(15, 0.9608154027303808)	(16, 0.9867075907585267)	(17, 0.9976084699305036)	(18, 1.0106106497424205)	(19, 1.027627407974518)	(20, 1.0481103372701794)	(21, 1.0612330644629469)	(22, 1.0718264543355585)	(23, 1.0868612728696527)	(24, 1.0989757342441013)	(25, 1.1045105466980396)	(26, 1.1222027963576213)	(27, 1.1222904480286844)	(28, 1.130546643059696)	(29, 1.1363322073725382)	(30, 1.1401308071886251)	(31, 1.1440684380787935)	(32, 1.1491177142462092)	(33, 1.1533545276148023)	(34, 1.1566623858672123)	(35, 1.1592452038316148)	(36, 1.1600192678622727)	(37, 1.1713186904078714)	(38, 1.1758225553239232)	(39, 1.1752887359022977)	(40, 1.1805214763137972)	(41, 1.1894177161709558)	(42, 1.197896049845587)	(43, 1.1983378017070685)	(44, 1.1977601099644914)	(45, 1.2023670939046385)	(46, 1.1976522323743073)	(47, 1.1954058822675202)	(48, 1.192911336764539)	(49, 1.1993694222391973)	(50, 1.201215242125992)	(51, 1.195697955702829)	(52, 1.1797918350735526)	(53, 1.1873183914378298)	(54, 1.1877399556969066)	(55, 1.1911467262126645)	(56, 1.1881144597930375)	(57, 1.1896379914084236)	(58, 1.1909538629081082)	(59, 1.1845149458958035)	(60, 1.1847769042956569)	(61, 1.192529391001324)	(62, 1.1956317722609158)	(63, 1.1900495592128741)	(64, 1.189814697560069)	(65, 1.1823051735900336)	(66, 1.1772984027428646)	(67, 1.165324135877468)	(68, 1.1527052192268352)	(69, 1.142034181744076)	(70, 1.145596073560071)	(71, 1.132787907610611)	(72, 1.1260972824151863)	(73, 1.1171093103173517)	(74, 1.1103752836547722)	(75, 1.0999810871329867)	(76, 1.0883850403462079)	(77, 1.0705963361238346)	(78, 1.0584789795752938)	(79, 1.040464139903952)	(80, 1.0258329250767226)	(81, 1.0092245377814344)	(82, 0.9916782018494934)	(83, 0.9692142425383955)	(84, 0.9531042531466662)	(85, 0.9217924762711357)	(86, 0.8980726990264892)	(87, 0.8686877146806679)	(88, 0.8450310429298773)	(89, 0.8073892113800542)	(90, 0.7683876749095643)	(91, 0.7278681884238557)	(92, 0.6812624021104008)	(93, 0.622200474461488)	(94, 0.5575083081924449)	(95, 0.4933412243341345)	(96, 0.3951859632848287)	(97, 0.2841692110304013)	(98, 0.16322365199974628)	(99, 0.048752917409169864)
P1G	(0, 0.41683418168257547)	(1, 0.5366225170376587)	(2, 0.6243572238187067)	(3, 0.7075735104902049)	(4, 0.7781535059516896)	(5, 0.8202518727684472)	(6, 0.8499542505142278)	(7, 0.8796503595191111)	(8, 0.9030064010855879)	(9, 0.9237985868914516)	(10, 0.9358250245796746)	(11, 0.9487837772735838)	(12, 0.96068283918808)	(13, 0.9782527684199362)	(14, 0.9971780171394539)	(15, 1.0191469795141583)	(16, 1.0515706142711605)	(17, 1.0731629333080628)	(18, 1.0848249561983052)	(19, 1.0995942580248548)	(20, 1.1176857458653149)	(21, 1.128412790256128)	(22, 1.1332246567814197)	(23, 1.1401610120584156)	(24, 1.153057625702046)	(25, 1.160388961749634)	(26, 1.1813526318817864)	(27, 1.1816031695492153)	(28, 1.1895429316024586)	(29, 1.1986603632084964)	(30, 1.2005271223460092)	(31, 1.211336101641362)	(32, 1.2227350559324277)	(33, 1.2335378695717418)	(34, 1.2247226244197167)	(35, 1.2245377731274896)	(36, 1.229025246063743)	(37, 1.2315217370185336)	(38, 1.2331659075965873)	(39, 1.23452618413518)	(40, 1.2333592737404508)	(41, 1.2271599248099343)	(42, 1.226049943170265)	(43, 1.224712033648356)	(44, 1.2217264240492072)	(45, 1.2266286089274077)	(46, 1.2269508270809149)	(47, 1.2232643127847125)	(48, 1.2254127575326033)	(49, 1.2294448730799075)	(50, 1.2215649993287143)	(51, 1.2200453061982897)	(52, 1.2193666610032339)	(53, 1.2237646498203456)	(54, 1.222768653065214)	(55, 1.2272569468755963)	(56, 1.2276199596432495)	(57, 1.211827464915884)	(58, 1.2031660034954725)	(59, 1.1899870571803626)	(60, 1.1898471708200884)	(61, 1.1834852804981997)	(62, 1.1716037490267945)	(63, 1.162968536352437)	(64, 1.1544381179992833)	(65, 1.1450571733281842)	(66, 1.1371548694813227)	(67, 1.1255613201715273)	(68, 1.114309425007441)	(69, 1.0952977783048872)	(70, 1.0865794533299828)	(71, 1.0799323555858953)	(72, 1.0695758636220818)	(73, 1.0540640404396517)	(74, 1.0416229707089992)	(75, 1.0263993567687755)	(76, 1.0097081983964518)	(77, 0.9903262222875119)	(78, 0.9771423871228493)	(79, 0.9567363926067379)	(80, 0.9306889111021698)	(81, 0.9014293507884054)	(82, 0.8741917895369763)	(83, 0.8466973286263092)	(84, 0.8280966232273688)	(85, 0.801934255006768)	(86, 0.7795877681156902)	(87, 0.7622804466023554)	(88, 0.745238818355873)	(89, 0.7185616364570647)	(90, 0.6884440060055758)	(91, 0.6454286237026491)	(92, 0.603842907244597)	(93, 0.5483324495936553)	(94, 0.49133053812151034)	(95, 0.42840344363303695)	(96, 0.3475857418619997)	(97, 0.24520591096534478)	(98, 0.14130540343222006)	(99, 0.04857661722657447)
P2G	(0, 0.41660452602745557)	(1, 0.5377882765545197)	(2, 0.6257895436169311)	(3, 0.7059126530066903)	(4, 0.771209423968513)	(5, 0.8114500354354545)	(6, 0.8412695347752807)	(7, 0.8684687809861896)	(8, 0.8906517134079264)	(9, 0.9121713009423355)	(10, 0.9261746283895785)	(11, 0.9394389480209222)	(12, 0.9497431259835111)	(13, 0.9647351647105274)	(14, 0.9814949264798885)	(15, 0.9998875191562163)	(16, 1.0278820435050926)	(17, 1.0479827409637616)	(18, 1.059527922762331)	(19, 1.0746918659297116)	(20, 1.0921626351742832)	(21, 1.1023556386320637)	(22, 1.1083192811091265)	(23, 1.115196700882131)	(24, 1.1272335299332703)	(25, 1.1346144829545664)	(26, 1.154815106429167)	(27, 1.1563006735358399)	(28, 1.1640279404416234)	(29, 1.173502057189211)	(30, 1.175781303033725)	(31, 1.1858386348174272)	(32, 1.196326272669379)	(33, 1.2078931044458174)	(34, 1.201080571938394)	(35, 1.2011917010540085)	(36, 1.2063597478818475)	(37, 1.210228070536493)	(38, 1.2099846478822913)	(39, 1.2114601661335114)	(40, 1.2121738496062997)	(41, 1.2079304990843749)	(42, 1.2084527573351342)	(43, 1.2094408397645429)	(44, 1.2064881794858833)	(45, 1.2090841162559174)	(46, 1.2086858905193283)	(47, 1.2052367728651887)	(48, 1.2070202644647943)	(49, 1.2090145546077606)	(50, 1.2010042575315236)	(51, 1.2009285925312077)	(52, 1.1990277450023945)	(53, 1.2034849691214422)	(54, 1.2039146455411198)	(55, 1.2066429071919385)	(56, 1.205274850525079)	(57, 1.1882746634020782)	(58, 1.1789781868593292)	(59, 1.1688829328791381)	(60, 1.170385404851961)	(61, 1.1651301005132204)	(62, 1.154020132728616)	(63, 1.146938827537188)	(64, 1.1427898253986255)	(65, 1.1381761148044225)	(66, 1.133069913179511)	(67, 1.1247660216651)	(68, 1.1166771802345088)	(69, 1.1042598939235864)	(70, 1.0967530043168192)	(71, 1.0904735975955222)	(72, 1.0830569387862243)	(73, 1.0709071382064457)	(74, 1.0622908127048798)	(75, 1.0496479990389236)	(76, 1.0355485980432904)	(77, 1.0195763948904784)	(78, 1.009625822864775)	(79, 0.9929400667397515)	(80, 0.9717300427454424)	(81, 0.9474832112852618)	(82, 0.9240455692084444)	(83, 0.8999940096549941)	(84, 0.8829141313433791)	(85, 0.8599071775702417)	(86, 0.8388001820107229)	(87, 0.8217754898118876)	(88, 0.8044490114369527)	(89, 0.7773745147285808)	(90, 0.7465911364061227)	(91, 0.7042816532893104)	(92, 0.6621215699497746)	(93, 0.6079807876726371)	(94, 0.5500746517078418)	(95, 0.4808726542277844)	(96, 0.39261891832271356)	(97, 0.2795414157402933)	(98, 0.16094293073490232)	(99, 0.0519787382573755)
P31	(0, 0.18716037273832764)	(1, 0.2378740883139783)	(2, 0.28260237335214944)	(3, 0.3461467182286746)	(4, 0.3929524179547205)	(5, 0.4267849223611635)	(6, 0.44995892987399355)	(7, 0.46854170091009223)	(8, 0.49006668984135804)	(9, 0.5077684159873341)	(10, 0.5179497753824015)	(11, 0.5303855385226267)	(12, 0.5401380953842746)	(13, 0.5591927618504398)	(14, 0.580216707282816)	(15, 0.6030396080153636)	(16, 0.6322495761754146)	(17, 0.6457562476043234)	(18, 0.6618794226882283)	(19, 0.6769039844848483)	(20, 0.7008874536179077)	(21, 0.7166260849334026)	(22, 0.729782688813912)	(23, 0.7447717343828123)	(24, 0.7584058395542577)	(25, 0.7661947650498504)	(26, 0.7907890304243954)	(27, 0.7990483730123179)	(28, 0.8173876510772371)	(29, 0.8272467075552191)	(30, 0.8327628976599568)	(31, 0.8481182551954273)	(32, 0.8719894715075298)	(33, 0.8966409726858483)	(34, 0.9054763495354794)	(35, 0.9275403848999991)	(36, 0.9406303433819083)	(37, 0.9505111857038151)	(38, 0.9628836252464652)	(39, 0.9771552508083993)	(40, 0.9873104861370481)	(41, 0.9936917999307682)	(42, 1.0087149917906006)	(43, 1.0219778039018212)	(44, 1.035926355390149)	(45, 1.0534115232366605)	(46, 1.0645418243022027)	(47, 1.0749710834668282)	(48, 1.093244598516442)	(49, 1.1087298446779792)	(50, 1.1116442554674446)	(51, 1.1300892359262282)	(52, 1.1519464413070413)	(53, 1.1788586829318637)	(54, 1.1911496775159742)	(55, 1.2087388050216459)	(56, 1.2276684722521876)	(57, 1.2176989659417545)	(58, 1.2160214702132721)	(59, 1.218174561261401)	(60, 1.2334954858382792)	(61, 1.2456413326797515)	(62, 1.2536040261239902)	(63, 1.258628199330404)	(64, 1.2711395939839796)	(65, 1.2746371998617958)	(66, 1.2817107385648387)	(67, 1.2883220373455142)	(68, 1.28531232384882)	(69, 1.275796526014134)	(70, 1.289714258978019)	(71, 1.3022548188663683)	(72, 1.3144971479779926)	(73, 1.3198151603364219)	(74, 1.326216717379842)	(75, 1.331939724324784)	(76, 1.3300312659586282)	(77, 1.3272019359976979)	(78, 1.339991634730547)	(79, 1.3404448091751522)	(80, 1.3224548209972402)	(81, 1.3161210851681677)	(82, 1.3275475830251948)	(83, 1.4102073363942125)	(84, 1.6630430561666507)	(85, 1.920692365585553)	(86, 2.0486849895472092)	(87, 1.9115001449153877)	(88, 1.6985417582059188)	(89, 1.500331590458913)	(90, 1.41921300736145)	(91, 1.3909229596993402)	(92, 1.327030231569045)	(93, 1.2429885997519607)	(94, 1.1389399518370367)	(95, 1.0088708389680248)	(96, 0.8087939662734291)	(97, 0.5288982866741448)	(98, 0.2584195824667462)	(99, 0.06947461642943624)
P32	(0, 0.22713707225807783)	(1, 0.29045893183358074)	(2, 0.3420476405572567)	(3, 0.39682189660637124)	(4, 0.43946515067013175)	(5, 0.47127078746586337)	(6, 0.4949915556702662)	(7, 0.5133200049921317)	(8, 0.5348576302028203)	(9, 0.5555714758177668)	(10, 0.5668545367141197)	(11, 0.5809001185306356)	(12, 0.5966157341870987)	(13, 0.6155088787307971)	(14, 0.6329237977461166)	(15, 0.6528114048197136)	(16, 0.6761799230010512)	(17, 0.6879787458781484)	(18, 0.7023058093117958)	(19, 0.7164534015846287)	(20, 0.7349121670247066)	(21, 0.7504174474915833)	(22, 0.7631680669390062)	(23, 0.7778285689349816)	(24, 0.791159688169679)	(25, 0.7998081834671886)	(26, 0.818489310921784)	(27, 0.8248180867244468)	(28, 0.8367916463319112)	(29, 0.8445874192689338)	(30, 0.8489614737233988)	(31, 0.859782656380515)	(32, 0.8760852838357168)	(33, 0.8936153147979681)	(34, 0.9018766737159565)	(35, 0.9159418907374468)	(36, 0.9291298702590159)	(37, 0.9380278427964375)	(38, 0.9439735963730609)	(39, 0.9600498746603496)	(40, 0.9676428994556202)	(41, 0.9731211583857431)	(42, 0.9864601789609823)	(43, 1.0010431488020866)	(44, 1.0145672214306547)	(45, 1.030754489613181)	(46, 1.040292314105017)	(47, 1.0501517394349542)	(48, 1.0658635367705365)	(49, 1.078540237554054)	(50, 1.0804553141931543)	(51, 1.0956974386874585)	(52, 1.1068365736636872)	(53, 1.124305787376612)	(54, 1.1381874913858967)	(55, 1.1521531555909694)	(56, 1.1778772656659824)	(57, 1.170702144947236)	(58, 1.1683599709694783)	(59, 1.1732822409180577)	(60, 1.1853207149082643)	(61, 1.1925587455510684)	(62, 1.2010201456147187)	(63, 1.2069509278537356)	(64, 1.2069477111678952)	(65, 1.2051709860444981)	(66, 1.2081573180240173)	(67, 1.2154671297151949)	(68, 1.2125008788385372)	(69, 1.2163875973168552)	(70, 1.2229331683320344)	(71, 1.228696108104182)	(72, 1.238915261033057)	(73, 1.2560920599868888)	(74, 1.2760785391145797)	(75, 1.3039184618868875)	(76, 1.3058587329259979)	(77, 1.3120662938438659)	(78, 1.3356847426638925)	(79, 1.3503768665588936)	(80, 1.3460437845014808)	(81, 1.348265483899219)	(82, 1.358152377831422)	(83, 1.4067322339528363)	(84, 1.5746423137580086)	(85, 1.778469448260064)	(86, 1.8945808522244465)	(87, 1.830828816163203)	(88, 1.6951467115943062)	(89, 1.5622172966093073)	(90, 1.5092504257073727)	(91, 1.4870762596043898)	(92, 1.4256584962647945)	(93, 1.320439215289072)	(94, 1.2042608271399924)	(95, 1.0880684112979426)	(96, 0.9166086865871806)	(97, 0.6438334822693033)	(98, 0.33442367651526805)	(99, 0.09400494400150781)
P33	(0, 0.267510251167734)	(1, 0.3532759678736047)	(2, 0.4165938213777312)	(3, 0.47490256465073083)	(4, 0.5229970355661393)	(5, 0.5589127946799267)	(6, 0.5834459063041691)	(7, 0.6064883656331024)	(8, 0.6356579165359264)	(9, 0.6667263237930093)	(10, 0.6828990808598616)	(11, 0.7070548569227558)	(12, 0.7453057454222181)	(13, 0.7652306814772646)	(14, 0.7864715828636283)	(15, 0.8115275532652672)	(16, 0.8332258220473245)	(17, 0.8444896301952594)	(18, 0.8580789392675198)	(19, 0.8699004889314789)	(20, 0.8871028318422935)	(21, 0.8989906767427752)	(22, 0.9061479613227995)	(23, 0.923284053296773)	(24, 0.9388600354581318)	(25, 0.9498626754912599)	(26, 0.9640058590847662)	(27, 0.9750372182791119)	(28, 0.9841251019992968)	(29, 0.9912657753635944)	(30, 0.9982961297732129)	(31, 1.0101398968410538)	(32, 1.0239640471438802)	(33, 1.040265194301958)	(34, 1.0432346534363497)	(35, 1.0538843896320398)	(36, 1.0654053089439166)	(37, 1.0735345799139735)	(38, 1.069903797748446)	(39, 1.0812992631266567)	(40, 1.0778512348817835)	(41, 1.0764979166773925)	(42, 1.0866295473578285)	(43, 1.0948036558826093)	(44, 1.0957147631720359)	(45, 1.113674387546917)	(46, 1.1199937446655195)	(47, 1.1296919753752472)	(48, 1.1440248333613832)	(49, 1.1648120811168334)	(50, 1.169823754638187)	(51, 1.1773710135882307)	(52, 1.1812177260269823)	(53, 1.1915124918416546)	(54, 1.1988645171750685)	(55, 1.2059870940183637)	(56, 1.2203114005207851)	(57, 1.22071187470645)	(58, 1.216959603403196)	(59, 1.2213817190699678)	(60, 1.214779783312231)	(61, 1.2045784182521733)	(62, 1.2121050804785487)	(63, 1.2217079090900074)	(64, 1.2221658834821327)	(65, 1.2158359448117095)	(66, 1.2162721475077016)	(67, 1.2104137985270826)	(68, 1.2007009473603178)	(69, 1.1953695777258415)	(70, 1.187362843529463)	(71, 1.1872583149673674)	(72, 1.1879503303021959)	(73, 1.1887336851941561)	(74, 1.1856544854921942)	(75, 1.1939641565524315)	(76, 1.1824401521424135)	(77, 1.1776607962287315)	(78, 1.1929200571869745)	(79, 1.2032962737515058)	(80, 1.1900413497433389)	(81, 1.1672693535318526)	(82, 1.1643785917048814)	(83, 1.185750100486917)	(84, 1.2610762653748806)	(85, 1.3386479925071133)	(86, 1.3921400057075595)	(87, 1.353885502441408)	(88, 1.2802522802231793)	(89, 1.1915472152798086)	(90, 1.1415700707313725)	(91, 1.1068467880193464)	(92, 1.058173474068433)	(93, 0.9868584086183034)	(94, 0.9112472991757933)	(95, 0.8140922386091771)	(96, 0.6602515861004655)	(97, 0.4756688367175772)	(98, 0.2661323906433894)	(99, 0.07585955081664197)
P34	(0, 0.21347811161700195)	(1, 0.26977293080151277)	(2, 0.3171504025948682)	(3, 0.3751211894842876)	(4, 0.41989182397115443)	(5, 0.452058415541556)	(6, 0.4746910094029148)	(7, 0.4935445381256857)	(8, 0.5171722925478692)	(9, 0.534250131810542)	(10, 0.5436248170808113)	(11, 0.5566338350425089)	(12, 0.5699869776074541)	(13, 0.5869344916046308)	(14, 0.6077211066476923)	(15, 0.6332199028388876)	(16, 0.6599339769065942)	(17, 0.673201409042993)	(18, 0.6885463472076223)	(19, 0.702720399846099)	(20, 0.722978706322886)	(21, 0.7372140457014701)	(22, 0.7496848863427258)	(23, 0.7683273982212981)	(24, 0.7803555741723968)	(25, 0.7862249777861352)	(26, 0.8028550940019514)	(27, 0.8055375889051071)	(28, 0.8159113471394406)	(29, 0.8205224126815337)	(30, 0.8225331762307136)	(31, 0.8318822522316407)	(32, 0.8494885180708136)	(33, 0.8678749577996964)	(34, 0.873118453143797)	(35, 0.8881076919873845)	(36, 0.8988392006444199)	(37, 0.9063215225327304)	(38, 0.9098235272041096)	(39, 0.9232691202418238)	(40, 0.9251481171086946)	(41, 0.9277570996949107)	(42, 0.9395398627469945)	(43, 0.9525113650032054)	(44, 0.9641297175336708)	(45, 0.9815671105579862)	(46, 0.9886033848359217)	(47, 0.9991065952319909)	(48, 1.0158701868555398)	(49, 1.0336239151100182)	(50, 1.0381271277670046)	(51, 1.0497737749945204)	(52, 1.063085951152273)	(53, 1.0819652468311534)	(54, 1.094811552249453)	(55, 1.108909594676538)	(56, 1.1353511276984913)	(57, 1.1329736053970598)	(58, 1.135349196398458)	(59, 1.1415098634137228)	(60, 1.1515000506401667)	(61, 1.1586027612940386)	(62, 1.1653491712166353)	(63, 1.1706424115567726)	(64, 1.1746447511965266)	(65, 1.1724611711855446)	(66, 1.1761122268970632)	(67, 1.178482632411187)	(68, 1.1731624490035517)	(69, 1.1700982731708638)	(70, 1.176712662692251)	(71, 1.1859654534301938)	(72, 1.1940879148370993)	(73, 1.2091624894246276)	(74, 1.230497302984001)	(75, 1.2562414655913972)	(76, 1.257731055942917)	(77, 1.2653306593133178)	(78, 1.2949235583086236)	(79, 1.315759665136786)	(80, 1.3124023346645162)	(81, 1.3185998003503498)	(82, 1.3334085432954508)	(83, 1.4153892697591364)	(84, 1.6691604451881041)	(85, 1.9756186381636995)	(86, 2.176287452129299)	(87, 2.1108432658294913)	(88, 1.9466396989850718)	(89, 1.7869751979580861)	(90, 1.736165126933901)	(91, 1.7295901914108995)	(92, 1.6493566991852535)	(93, 1.5067114886221091)	(94, 1.3555552212744737)	(95, 1.2234470600270169)	(96, 1.0134916296068166)	(97, 0.6749555067835301)	(98, 0.33566337503909743)	(99, 0.09203197221775997)
P35	(0, 0.25257106007861446)	(1, 0.3532998933299406)	(2, 0.4225816590184356)	(3, 0.4832166253958916)	(4, 0.5282499058284216)	(5, 0.5622720784142798)	(6, 0.583014699049151)	(7, 0.599553321463624)	(8, 0.6271853653207081)	(9, 0.6630542558159245)	(10, 0.6793690157507833)	(11, 0.7099841166523556)	(12, 0.7708301489257086)	(13, 0.7882906897564903)	(14, 0.8116946878899014)	(15, 0.8429883157696143)	(16, 0.8680502144261243)	(17, 0.8825282959516256)	(18, 0.8964223401293812)	(19, 0.9113693652091203)	(20, 0.9282898959978805)	(21, 0.9400580538658165)	(22, 0.9449124893025613)	(23, 0.9647649364110626)	(24, 0.9823800380595289)	(25, 0.9922996401709813)	(26, 0.9999484195985741)	(27, 1.0157728008777414)	(28, 1.0238042840420398)	(29, 1.0293019064433886)	(30, 1.035456060834105)	(31, 1.0467533553666835)	(32, 1.0590687756472645)	(33, 1.071425900581196)	(34, 1.072985497939735)	(35, 1.0808152128822839)	(36, 1.0924451003294033)	(37, 1.1002196962759174)	(38, 1.0778594907345285)	(39, 1.0852275296767777)	(40, 1.0734079641826872)	(41, 1.0721398178361352)	(42, 1.0833459572733342)	(43, 1.0901307474755528)	(44, 1.088055502602696)	(45, 1.1027163680117424)	(46, 1.109851613600649)	(47, 1.122266858020942)	(48, 1.1377957279270667)	(49, 1.164557255856105)	(50, 1.1695296239165178)	(51, 1.1740577467742601)	(52, 1.1804881090330046)	(53, 1.1887477598375717)	(54, 1.1981326105665968)	(55, 1.2033984611397204)	(56, 1.212849530495789)	(57, 1.2203367629491633)	(58, 1.2139853637169244)	(59, 1.2195573183929407)	(60, 1.2049238602167753)	(61, 1.1879581469425302)	(62, 1.2137233437493893)	(63, 1.2213879037926958)	(64, 1.2141641152791016)	(65, 1.1963346789761975)	(66, 1.1919027031659828)	(67, 1.1830243062000052)	(68, 1.1692451814261808)	(69, 1.1571267725112946)	(70, 1.1370806952800623)	(71, 1.1309847428345752)	(72, 1.1305024191444994)	(73, 1.132152647659217)	(74, 1.1221478496235464)	(75, 1.1298397927940038)	(76, 1.1164076009422115)	(77, 1.113121867106008)	(78, 1.126875068905352)	(79, 1.1330632667547949)	(80, 1.1135332894712575)	(81, 1.0862161764583154)	(82, 1.0874618218335166)	(83, 1.1295280342460337)	(84, 1.2383580774824836)	(85, 1.365920563605802)	(86, 1.4552298852319048)	(87, 1.4060661607649811)	(88, 1.303705578269391)	(89, 1.185547318589021)	(90, 1.1347949460732893)	(91, 1.11948769954642)	(92, 1.0781174125235806)	(93, 1.009532711554697)	(94, 0.933831829152213)	(95, 0.8393770949829278)	(96, 0.682536841724925)	(97, 0.48204327703944155)	(98, 0.259441302031247)	(99, 0.0716367772911609)
P36	(0, 0.21743580225893105)	(1, 0.2819409914659718)	(2, 0.3365312373147305)	(3, 0.40386776488680637)	(4, 0.45477505931503975)	(5, 0.4897279800077724)	(6, 0.5140277771706634)	(7, 0.5345502242528267)	(8, 0.5638521494863391)	(9, 0.5850269136158575)	(10, 0.5952721292401714)	(11, 0.6094842143573984)	(12, 0.6247456350292739)	(13, 0.6393920458503572)	(14, 0.6614116720113826)	(15, 0.6844638935647382)	(16, 0.7121819951452452)	(17, 0.7242284368787693)	(18, 0.7391702017503902)	(19, 0.753370363685388)	(20, 0.776438248079958)	(21, 0.7897080456680576)	(22, 0.8009306758110432)	(23, 0.8178554581232783)	(24, 0.8322221735321936)	(25, 0.8403620810845774)	(26, 0.8620766154795805)	(27, 0.8673334847260503)	(28, 0.8779076544942594)	(29, 0.8838163571234052)	(30, 0.8863415879327313)	(31, 0.8963253021002303)	(32, 0.9130353628561171)	(33, 0.9334384388503462)	(34, 0.9339301623511022)	(35, 0.9491978792189998)	(36, 0.9612345758790856)	(37, 0.9692937431579084)	(38, 0.9684883028186317)	(39, 0.9782428509008835)	(40, 0.9800198632577632)	(41, 0.9766608589506435)	(42, 0.985301275840118)	(43, 0.9968075591475882)	(44, 1.0051697493925495)	(45, 1.0217598031669595)	(46, 1.0256593327301218)	(47, 1.0351673764779636)	(48, 1.0521775462579148)	(49, 1.0714486331851345)	(50, 1.07521470689467)	(51, 1.0818577448741438)	(52, 1.0918824613227331)	(53, 1.106694838916023)	(54, 1.1168234114679336)	(55, 1.1272210839301613)	(56, 1.1506412382650182)	(57, 1.1418254762210551)	(58, 1.1399211696984592)	(59, 1.1436727100457726)	(60, 1.1525427932543182)	(61, 1.1540298834237293)	(62, 1.1582716423752222)	(63, 1.160725145957606)	(64, 1.159184356795138)	(65, 1.149775630319419)	(66, 1.147294359654669)	(67, 1.1451477272586879)	(68, 1.1351127184823693)	(69, 1.1297538674458159)	(70, 1.1328673245232233)	(71, 1.1401012624405233)	(72, 1.1451493438820126)	(73, 1.1533041761538119)	(74, 1.1663898933700174)	(75, 1.1878377634903918)	(76, 1.1827445971967638)	(77, 1.1854099187471934)	(78, 1.2109042307975155)	(79, 1.2281088648007277)	(80, 1.2241813875524652)	(81, 1.228607335141471)	(82, 1.246183966377131)	(83, 1.3259349673881144)	(84, 1.5655297856281267)	(85, 1.8569837187454692)	(86, 2.0384010641980153)	(87, 1.9486549798329027)	(88, 1.7717331135319152)	(89, 1.6062727638670016)	(90, 1.556983750491244)	(91, 1.570606804536362)	(92, 1.5359464478091254)	(93, 1.4641962119298808)	(94, 1.3656900311385338)	(95, 1.234235330988458)	(96, 0.9991930469157551)	(97, 0.6514234497073013)	(98, 0.3117481269765627)	(99, 0.08327588935579114)
