method	contrast	direction	ontology	GO_ID	Description	pvalue	p.adjust	qvalue	Count	signed_effect
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0050840	MF: extracellular matrix binding	4.1654541814291816e-8	4.144626910522035e-6	3.551597775744881e-6	30	-2.417325705605348
GSEA	N_OD_vs_N_BL	NES_positive	MF	GO:0008137	MF: NADH dehydrogenase (ubiquinone) activity	9.20785275568187e-8	8.143834215025298e-6	6.978583141148365e-6	14	2.2962455787249025
GSEA	N_OD_vs_N_BL	NES_negative	CC	GO:0005581	CC: collagen trimer	2.066482755720674e-7	1.0394408261274989e-5	8.96200942480966e-6	89	-2.1566714643083738
GSEA	N_OD_vs_N_BL	NES_negative	CC	GO:0043235	CC: receptor complex	2.021789108891891e-7	1.0394408261274989e-5	8.96200942480966e-6	186	-1.9506790594852452
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030198	BP: extracellular matrix organization	9.631205204007699e-8	1.42602032051839e-5	1.1905943801533202e-5	153	-2.033427813237832
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060021	BP: roof of mouth development	1.0696614038085832e-7	1.4906046268367844e-5	1.2445162710565496e-5	70	-2.3082643375493035
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0015986	BP: ATP synthesis coupled proton transport	1.749534911624083e-7	2.3025823364652514e-5	1.922442163123773e-5	21	2.4176446968865895
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0032438	BP: melanosome organization	2.09029442905323e-7	2.4951536499590707e-5	2.0832213051356755e-5	23	2.3632574627803185
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0031290	BP: retinal ganglion cell axon guidance	2.1065037146129766e-7	2.4951536499590707e-5	2.0832213051356755e-5	60	-2.2778467019149558
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0042776	BP: mitochondrial ATP synthesis coupled proton transport	2.3165935270003507e-7	2.613338126411348e-5	2.1818943545030868e-5	15	2.366226289197396
GSEA	N_OD_vs_N_BL	NES_negative	CC	GO:0009986	CC: cell surface	6.412734177978747e-7	2.9323684468393724e-5	2.5282741448107595e-5	269	-1.7814724720387594
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001764	BP: neuron migration	3.533815060245013e-7	3.8052763080547434e-5	3.1770519130145354e-5	100	-2.0876636003029176
GSEA	N_OD_vs_N_BL	NES_negative	CC	GO:0005604	CC: basement membrane	9.541024014667944e-7	3.999279232814979e-5	3.4481595561782397e-5	73	-2.1202059936795496
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0016485	BP: protein processing	6.809867814709339e-7	6.803066795890458e-5	5.679928243975103e-5	64	-2.2211325553513284
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007368	BP: determination of left/right symmetry	6.892089620150738e-7	6.803066795890458e-5	5.679928243975103e-5	113	-2.0823019800313425
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0033162	CC: melanosome membrane	2.044096781163852e-6	7.909082160964751e-5	6.819173067526371e-5	10	2.145245208619221
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0006099	BP: tricarboxylic acid cycle	1.0771468390045481e-6	1.0207043446407099e-4	8.521932254692824e-5	43	2.2895940978146174
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0030318	BP: melanocyte differentiation	1.245885345340231e-6	1.0931490307818547e-4	9.126778026878339e-5	56	2.189575240228259
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0098609	BP: cell-cell adhesion	1.210404387159792e-6	1.0931490307818547e-4	9.126778026878339e-5	85	-2.145488393261039
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0016477	BP: cell migration	1.3977464637478897e-6	1.1825933473638396e-4	9.873554907452197e-5	211	-1.859218659422161
GSEA	N_OD_vs_N_BL	NES_positive	MF	GO:0004129	MF: cytochrome-c oxidase activity	1.69652320050024e-6	1.350432467598191e-4	1.15720740413069e-4	15	2.1913274134946668
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0042470	CC: melanosome	3.849777511940024e-6	1.3831700632184514e-4	1.1925626578340525e-4	53	2.1476638789130167
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035115	BP: embryonic forelimb morphogenesis	2.109140603349843e-6	1.678147605936418e-4	1.4010972213701224e-4	41	-2.2557726706459063
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0016055	BP: Wnt signaling pathway	2.1251341569477642e-6	1.678147605936418e-4	1.4010972213701224e-4	146	-1.9071182804689306
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035987	BP: endodermal cell differentiation	2.6107951878432e-6	1.9328043125001692e-4	1.6137118940649252e-4	28	-2.2728268884421716
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001570	BP: vasculogenesis	2.5533932687313487e-6	1.9328043125001692e-4	1.6137118940649252e-4	85	-2.1143442664199976
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0007339	BP: binding of sperm to zona pellucida	3.0933025892256077e-6	2.2206163132955953e-4	1.8540081547543594e-4	15	2.2678034495691257
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0043588	BP: skin development	3.4893946482021957e-6	2.4312870357620593e-4	2.0298986204247445e-4	50	-2.192745873417177
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0032964	BP: collagen biosynthetic process	8.744795689411908e-6	5.918977425204802e-4	4.94179581967067e-4	18	-2.2627643208649273
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030335	BP: positive regulation of cell migration	9.02203903975568e-6	5.937002912550335e-4	4.956845425643545e-4	194	-1.7698995913444395
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060026	BP: convergent extension	9.464998865330991e-6	6.060157381613275e-4	5.059667956744504e-4	76	-2.07811689398475
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0030240	BP: skeletal muscle thin filament assembly	1.2793318159195725e-5	7.975623873456493e-4	6.658904382584146e-4	38	2.162176354013551
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001947	BP: heart looping	1.4401057190921176e-5	8.747719098792889e-4	7.303532108432089e-4	145	-1.8297690860356643
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0005758	CC: mitochondrial intermembrane space	3.253394747007407e-5	0.0010909717051631506	9.406306215909135e-4	42	2.086889823052773
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030903	BP: notochord development	2.0801086576727026e-5	0.0011459947465178215	9.567990618768686e-4	57	-2.084046690579987
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0045668	BP: negative regulation of osteoblast differentiation	2.0487951940088126e-5	0.0011459947465178215	9.567990618768686e-4	46	-2.0806606942330395
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0008045	BP: motor neuron axon guidance	2.026209882342168e-5	0.0011459947465178215	9.567990618768686e-4	73	-2.0228471428675885
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0090090	BP: negative regulation of canonical Wnt signaling pathway	1.9478423886284907e-5	0.0011459947465178215	9.567990618768686e-4	145	-1.8135647897585483
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0006729	BP: tetrahydrobiopterin biosynthetic process	2.233834808243604e-5	0.0012027169683475223	0.0010041568432272085	15	2.184601419317904
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007219	BP: Notch signaling pathway	2.5180893884000476e-5	0.001325634169137714	0.0011067812773809798	97	-1.9419839631864575
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001894	BP: tissue homeostasis	2.6641622929485404e-5	0.0013273511505393584	0.001108214797211106	23	-2.1739086438480446
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0045860	BP: positive regulation of protein kinase activity	2.668717758513462e-5	0.0013273511505393584	0.001108214797211106	30	-2.1683453950304847
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060317	BP: cardiac epithelial to mesenchymal transition	2.6894409128699537e-5	0.0013273511505393584	0.001108214797211106	24	-2.155007353153145
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007417	BP: central nervous system development	2.8056664546562653e-5	0.0013564538430776924	0.001132512839591648	110	-1.8694562842728921
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0048048	BP: embryonic eye morphogenesis	3.061565430682435e-5	0.001384405702389229	0.001155850043229149	27	-2.1632653369419717
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0034440	BP: lipid oxidation	2.9271797030582048e-5	0.001384405702389229	0.001155850043229149	10	2.1241191868919613
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0043473	BP: pigmentation	3.0406129983107404e-5	0.001384405702389229	0.001155850043229149	53	2.0427932362127152
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0007005	BP: mitochondrion organization	3.097235214294181e-5	0.001384405702389229	0.001155850043229149	56	2.027860948962699
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0071773	BP: cellular response to BMP stimulus	3.381922357093179e-5	0.00146610442314514	0.0012240608789361347	13	-2.158010832706038
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030177	BP: positive regulation of Wnt signaling pathway	3.403788234401971e-5	0.00146610442314514	0.0012240608789361347	44	-2.068706996895591
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007169	BP: transmembrane receptor protein tyrosine kinase signaling pathway	3.9882771231376636e-5	0.0016871836615559152	0.0014086414876645996	117	-1.8371603518365067
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0042645	CC: mitochondrial nucleoid	6.37494344066762e-5	0.002004122844159883	0.0017279451957599077	43	2.000624216919597
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007165	BP: signal transduction	4.873682582364827e-5	0.0020255708837933818	0.0016911633559120057	400	-1.5291262311475882
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007157	BP: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	5.681751643620194e-5	0.0021598287910477546	0.0018032562255354161	29	-2.094670058336148
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001946	BP: lymphangiogenesis	5.620657539925353e-5	0.0021598287910477546	0.0018032562255354161	56	-2.0574091720652783
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001649	BP: osteoblast differentiation	5.3259257556705705e-5	0.0021598287910477546	0.0018032562255354161	72	-1.9597849883032863
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0060047	BP: heart contraction	5.743740558717119e-5	0.0021598287910477546	0.0018032562255354161	91	1.8928741050245819
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0051216	BP: cartilage development	5.639042465102859e-5	0.0021598287910477546	0.0018032562255354161	110	-1.8277247377274815
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0007399	BP: nervous system development	5.711219451524893e-5	0.0021598287910477546	0.0018032562255354161	129	-1.7937287475170052
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0043394	MF: proteoglycan binding	3.1026976929050416e-5	0.002245224875956739	0.0019239694784712602	15	-2.108808476798005
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001974	BP: blood vessel remodeling	6.318992718075828e-5	0.002339014648300256	0.0019528597561290265	22	-2.1180229783270073
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0006518	BP: peptide metabolic process	6.975688148544597e-5	0.0025038492763488104	0.002090481344675486	17	-2.1132865263850173
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035116	BP: embryonic hindlimb morphogenesis	6.917547654146929e-5	0.0025038492763488104	0.002090481344675486	41	-2.0529758597576926
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0005044	MF: scavenger receptor activity	3.913447788414059e-5	0.002595920366314659	0.0022244861113090444	72	-1.9571579248642372
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001569	BP: branching involved in blood vessel morphogenesis	7.54414704113941e-5	0.002667475274695412	0.002227093839795907	48	-2.0101755521615594
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0009887	BP: animal organ morphogenesis	7.780180552607307e-5	0.002710477607224516	0.002262996789218131	94	-1.8890879597027896
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001503	BP: ossification	7.980455784943704e-5	0.0027399564861640053	0.0022876089122668528	69	-1.9922453845671593
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0005201	MF: extracellular matrix structural constituent	4.6695831893306987e-5	0.002859221706697874	0.0024501132847662287	66	-1.9907047623860497
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0042438	BP: melanin biosynthetic process	8.978639418237488e-5	0.0030134732585393484	0.002515969986356862	11	2.1025535894098115
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0003279	BP: cardiac septum development	9.031515464596612e-5	0.0030134732585393484	0.002515969986356862	15	-2.089551879179669
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0006559	BP: L-phenylalanine catabolic process	1.0406324586152196e-4	0.0033770661567937743	0.0028195362505234285	11	-2.121310852249018
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0006941	BP: striated muscle contraction	1.0341199898734194e-4	0.0033770661567937743	0.0028195362505234285	26	2.0755982025199122
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0005102	MF: signaling receptor binding	6.359887064462222e-5	0.0036160500737942346	0.003098651742685353	176	-1.6975725079552293
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0003160	BP: endocardium morphogenesis	1.1798235037047652e-4	0.0037266691737021184	0.003111422264507023	14	-2.059253266237511
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0031101	BP: fin regeneration	1.1750966839781503e-4	0.0037266691737021184	0.003111422264507023	112	-1.774968451187906
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0008061	MF: chitin binding	7.210268060318746e-5	0.003826248917342482	0.0032787745284817878	12	-2.059366624286186
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0051000	BP: positive regulation of nitric-oxide synthase activity	1.2989851407893324e-4	0.003996488050038868	0.0033366959392250924	14	2.1200736347361913
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0018108	BP: peptidyl-tyrosine phosphorylation	1.2936246168073265e-4	0.003996488050038868	0.0033366959392250924	25	-2.069715049369093
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0008593	BP: regulation of Notch signaling pathway	1.3190451878799598e-4	0.004006176987291827	0.003344785300980357	39	-2.0203072388892904
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0042472	BP: inner ear morphogenesis	1.3824317987391798e-4	0.004145545482548249	0.003461145036416947	67	-1.938159073270134
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0009408	BP: response to heat	1.4011153552411198e-4	0.004149052845707766	0.0034640733585500844	39	2.009071445733182
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0045747	BP: positive regulation of Notch signaling pathway	1.5420210703563688e-4	0.004509935698363257	0.0037653769866141866	46	-1.9297984781868112
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0070121	BP: Kupffer's vesicle development	1.586778935719378e-4	0.004584243047218544	0.0038274167140137498	50	-1.9750283278905998
GSEA	N_OD_vs_N_BL	NES_positive	MF	GO:0050660	MF: flavin adenine dinucleotide binding	9.315410433422877e-5	0.004634416690627881	0.003971306553196068	70	1.9520272898329352
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0071560	BP: cellular response to transforming growth factor beta stimulus	1.6804930406161373e-4	0.004762991128210108	0.0039766547421327195	41	-1.9899427255016235
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060976	BP: coronary vasculature development	1.6888613540297554e-4	0.004762991128210108	0.0039766547421327195	34	-1.982276478884997
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0048010	BP: vascular endothelial growth factor receptor signaling pathway	1.797540681340344e-4	0.0048494232360244026	0.004048817515936038	24	-2.0479693024553045
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001502	BP: cartilage condensation	1.8013898048549912e-4	0.0048494232360244026	0.004048817515936038	25	-2.04578840566587
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0033690	BP: positive regulation of osteoblast proliferation	1.743978333261636e-4	0.0048494232360244026	0.004048817515936038	14	-2.0359577849840522
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0036342	BP: post-anal tail morphogenesis	1.7744478195683621e-4	0.0048494232360244026	0.004048817515936038	40	-1.9758841119741544
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0048013	BP: ephrin receptor signaling pathway	1.836788294470046e-4	0.004889158954606223	0.0040819931464331355	34	-1.978194152526646
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0010498	BP: proteasomal protein catabolic process	1.9871223001440748e-4	0.005230547476712571	0.004367020821018382	46	1.9160783653749247
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0003007	BP: heart morphogenesis	2.0210723795429454e-4	0.005261451062788173	0.0043928224420603755	72	-1.8748774857283579
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0004714	MF: transmembrane receptor protein tyrosine kinase activity	1.140787225758938e-4	0.005341568421788909	0.004577276299020382	68	-1.879550585937381
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0003198	BP: epithelial to mesenchymal transition involved in endocardial cushion formation	2.1380385396436785e-4	0.005505449239582472	0.00459653823339871	21	-2.0531057525752963
GSEA	N_OD_vs_N_BL	NES_negative	CC	GO:0009897	CC: external side of plasma membrane	1.8726060085197412e-4	0.005540710719326058	0.004777174461363055	140	-1.692063667044294
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0044344	BP: cellular response to fibroblast growth factor stimulus	2.232120253241652e-4	0.00568590632250481	0.004747203119231539	12	-2.0826338120954215
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035989	BP: tendon development	2.327611137235957e-4	0.005848290562163529	0.004882778861302913	12	-2.0772882434599285
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0021915	BP: neural tube development	2.3452410443458645e-4	0.005848290562163529	0.004882778861302913	40	-1.9504955039201035
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030324	BP: lung development	2.3723608218425668e-4	0.005854294569734417	0.004887791649388359	75	-1.8629394232591026
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0014866	BP: skeletal myofibril assembly	2.473226024334969e-4	0.006040280877989217	0.005043072924281504	26	2.019868949802096
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0003222	BP: ventricular trabecula myocardium morphogenesis	2.502324428064633e-4	0.00604898629600522	0.005050341138918845	22	-2.035839054683449
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035108	BP: limb morphogenesis	2.9077020334005333e-4	0.006957925370834206	0.0058092207557252536	21	-2.0275261018734936
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0032331	BP: negative regulation of chondrocyte differentiation	3.1106717167435637e-4	0.007364505447254297	0.006148677316829586	28	-2.0240105954660446
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030513	BP: positive regulation of BMP signaling pathway	3.1397849310792913e-4	0.007364505447254297	0.006148677316829586	54	-1.8859930755901726
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0003272	BP: endocardial cushion formation	3.190200926943535e-4	0.00740939803522474	0.006186158453794533	10	2.0076295364996626
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0030018	CC: Z disc	2.822326593239675e-4	0.007886834868886423	0.0067999915579809705	125	1.744160828923944
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0005978	BP: glycogen biosynthetic process	3.618986569899632e-4	0.00824363383085791	0.006882667778179564	16	2.0370782503078426
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001837	BP: epithelial to mesenchymal transition	3.5873364412641087e-4	0.00824363383085791	0.006882667778179564	46	-1.8742560001552746
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035904	BP: aorta development	3.7407223258408706e-4	0.008360161499921718	0.006979957547423035	27	-2.0127602824094204
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0048066	BP: developmental pigmentation	3.7134052023526644e-4	0.008360161499921718	0.006979957547423035	40	1.8895445538500537
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0005763	CC: mitochondrial small ribosomal subunit	3.172244824165241e-4	0.008398100771342717	0.00724080259033839	33	1.9447248633313907
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0048407	MF: platelet-derived growth factor binding	2.1590856437286328e-4	0.008444173391402576	0.007235948634790886	16	-2.0500287505434565
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0005539	MF: glycosaminoglycan binding	2.2277341861740463e-4	0.008444173391402576	0.007235948634790886	25	-2.0437746404559367
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0070411	MF: I-SMAD binding	2.0258318003080146e-4	0.008444173391402576	0.007235948634790886	19	-2.0157633196322036
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0004867	MF: serine-type endopeptidase inhibitor activity	2.0840787821856306e-4	0.008444173391402576	0.007235948634790886	56	-1.9376645453837833
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060346	BP: bone trabecula formation	3.8145492323441067e-4	0.008445483300395504	0.007051193317830375	12	-2.047718226090409
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0006108	BP: malate metabolic process	3.966379567835089e-4	0.008700327033519747	0.007263964140313969	11	2.023460211651606
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0032496	BP: response to lipopolysaccharide	4.1505086098146975e-4	0.008858157564550467	0.007395737959072372	63	1.8611210327268466
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0034446	BP: substrate adhesion-dependent cell spreading	4.119364810271147e-4	0.008858157564550467	0.007395737959072372	62	-1.8345057538349223
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060271	BP: cilium assembly	4.1127944189043247e-4	0.008858157564550467	0.007395737959072372	223	-1.5614580818659385
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0050431	MF: transforming growth factor beta binding	2.535142546024637e-4	0.009172606666525505	0.0078601548795405	20	-2.0341399214124976
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0033564	BP: anterior/posterior axon guidance	4.4933725867881335e-4	0.009504285409018829	0.00793519463399897	17	-2.0039954598889658
GSEA	N_OD_vs_N_BL	NES_negative	CC	GO:0005614	CC: interstitial matrix	3.7984879724184477e-4	0.009553197250632396	0.008236721287560003	13	-1.9549354820799056
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060173	BP: limb development	4.68121661888112e-4	0.009813984221353428	0.008193764347347577	49	-1.9095487494945524
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0061036	BP: positive regulation of cartilage development	4.8118210176684184e-4	0.009999301746365336	0.00834848725041455	21	-1.9841176862865035
GSEA	N_OD_vs_N_BL	NES_negative	MF	GO:0017154	MF: semaphorin receptor activity	2.9090600961839604e-4	0.010067877550271446	0.008627326967172569	23	-2.0129126195277403
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0006936	BP: muscle contraction	5.02811601453702e-4	0.010357918989946261	0.008647899305551543	76	1.7908508910554715
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0060348	BP: bone development	5.217433011482502e-4	0.010655257589829352	0.008896149390721978	50	-1.879061585270911
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0048813	BP: dendrite morphogenesis	5.375364884703943e-4	0.010883965309285162	0.00908709907184769	31	-1.9160856907875214
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0044297	CC: cell body	4.5867704573150485e-4	0.010986407333473664	0.009472428212600501	43	1.867211532771612
GSEA	N_OD_vs_N_BL	NES_positive	MF	GO:0004300	MF: enoyl-CoA hydratase activity	3.4631128347385076e-4	0.011485990901882716	0.009842531214519968	10	1.9289969389805641
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0005759	CC: mitochondrial matrix	5.185296203555966e-4	0.011855472683584778	0.010221732229019417	114	1.730493590187065
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001889	BP: liver development	5.957218289230021e-4	0.01195987298914061	0.009985381949565752	125	-1.681575118009418
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0009950	BP: dorsal/ventral axis specification	6.02557559280455e-4	0.011995452587692421	0.010015087606262494	34	-1.9035281583615271
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030514	BP: negative regulation of BMP signaling pathway	6.126635592488337e-4	0.01209499976550406	0.010098200244110163	65	-1.8661090545780168
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0002042	BP: cell migration involved in sprouting angiogenesis	6.408309476443762e-4	0.012194167530297562	0.010180996107364473	19	-2.0191753272708017
GSEA	N_OD_vs_N_BL	NES_positive	BP	GO:0042416	BP: dopamine biosynthetic process	6.251575436114843e-4	0.012194167530297562	0.010180996107364473	12	2.0022729723097177
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0045880	BP: positive regulation of smoothened signaling pathway	6.293469713559582e-4	0.012194167530297562	0.010180996107364473	38	-1.888815791853786
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0045669	BP: positive regulation of osteoblast differentiation	6.434237827299262e-4	0.012194167530297562	0.010180996107364473	68	-1.8446869114635167
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0009952	BP: anterior/posterior pattern specification	6.363598808602246e-4	0.012194167530297562	0.010180996107364473	107	-1.721204857175902
GSEA	N_OD_vs_N_BL	NES_positive	MF	GO:0004497	MF: monooxygenase activity	3.922390145640984e-4	0.012488890223720893	0.010701931850001508	52	1.922503265101379
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0005838	CC: proteasome regulatory particle	5.7131279750544e-4	0.012494362484575491	0.010772579980422942	10	1.8940178999324409
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0031099	BP: regeneration	6.894086997909638e-4	0.012961977855593595	0.010822046340077034	20	-1.9508964169750747
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030900	BP: forebrain development	7.259266332817556e-4	0.013478497704788506	0.011253292389548156	65	-1.8564953853098827
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0001756	BP: somitogenesis	7.282599013140265e-4	0.013478497704788506	0.011253292389548156	112	-1.6506746743816727
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0048704	BP: embryonic skeletal system morphogenesis	7.374574111282186e-4	0.013542919433819765	0.01130707854353262	41	-1.8803912195902708
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0030111	BP: regulation of Wnt signaling pathway	7.500442127545431e-4	0.013563776641339792	0.01132449237256558	16	-1.9859487431222689
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0033627	BP: cell adhesion mediated by integrin	7.49905534173413e-4	0.013563776641339792	0.01132449237256558	21	-1.9489788226412004
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0035924	BP: cellular response to vascular endothelial growth factor stimulus	7.952594673815477e-4	0.014272497562324897	0.011916208446650145	28	-1.9517935584029684
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0003181	BP: atrioventricular valve morphogenesis	8.138111122358397e-4	0.014495628006666948	0.012102501621615691	20	-1.9386931973721708
GSEA	N_OD_vs_N_BL	NES_positive	CC	GO:0005751	CC: mitochondrial respiratory chain complex IV	6.935842814406039e-4	0.014536370565192656	0.012533189647084596	14	1.9572328612656031
GSEA	N_OD_vs_N_BL	NES_negative	BP	GO:0045198	BP: establishment of epithelial cell apical/basal polarity	8.223091091292194e-4	0.014537688653187468	0.012137618350776144	21	-1.9416257909538253
