method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0048696	BP: regulation of collateral sprouting in absence of injury	regulation of collateral sprouting in absence of injury	0.000493020961369807	0.0159155499078817	0.0140633406920016	15	-2.00054884636078		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0007507	BP: heart development	heart development	0.000531921521389601	0.016932835097569	0.01496223694669	250	1.54873864607444		desarrollo_morfogenesis	Desarrollo/morfogenesis
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0003009	BP: skeletal muscle contraction	skeletal muscle contraction	0.000546791261675249	0.0171677475583516	0.0151698109223241	35	1.91391546101928		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0031532	BP: actin cytoskeleton reorganization	actin cytoskeleton reorganization	0.000559968926270788	0.0173439024190898	0.0153254653505689	74	-1.80209293951393		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0010634	BP: positive regulation of epithelial cell migration	positive regulation of epithelial cell migration	0.000653448174542265	0.0199693762140116	0.0176453935132536	33	-1.93159043238391		epidermis_epitelio	Epidermis/epitelio
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0043124	BP: negative regulation of I-kappaB kinase/NF-kappaB signaling	negative regulation of I-kappaB kinase/NF-kappaB signaling	0.000677828630142029	0.0204418844774412	0.0180629125262225	36	-1.93104588405922		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0002250	BP: adaptive immune response	adaptive immune response	0.00073106340765522	0.0217610042902047	0.0192285166962221	25	-1.97649572769627		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0001937	BP: negative regulation of endothelial cell proliferation	negative regulation of endothelial cell proliferation	0.000772892255409904	0.0227111416589679	0.0200680796141519	25	2.02378563308979		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006816	BP: calcium ion transport	calcium ion transport	0.000806423372781266	0.0233796681330052	0.0206588047615973	42	1.85724767526429		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0001822	BP: kidney development	kidney development	0.000816044262932117	0.0233796681330052	0.0206588047615973	81	-1.77752057060279		desarrollo_morfogenesis	Desarrollo/morfogenesis
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0046716	BP: muscle cell cellular homeostasis	muscle cell cellular homeostasis	0.000848998825215609	0.0240235223135083	0.0212277289111739	31	1.93772578916694		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0003143	BP: embryonic heart tube morphogenesis	embryonic heart tube morphogenesis	0.000861095791201257	0.0240686774808937	0.0212676290407088	23	1.97720313252701		desarrollo_morfogenesis	Desarrollo/morfogenesis
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006090	BP: pyruvate metabolic process	pyruvate metabolic process	0.000948107829410773	0.0261814836748132	0.0231345524893637	11	2.0250921124477		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0007041	BP: lysosomal transport	lysosomal transport	0.000994650424568449	0.0271397472989391	0.0239812959507481	14	-1.93997716943118		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006164	BP: purine nucleotide biosynthetic process	purine nucleotide biosynthetic process	0.00105860421766521	0.0285449513751606	0.0252229661274038	14	1.98743782311757		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0007249	BP: I-kappaB kinase/NF-kappaB signaling	I-kappaB kinase/NF-kappaB signaling	0.00108817177050675	0.0290010430000172	0.0256259790263769	37	-1.91783454709211		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0038083	BP: peptidyl-tyrosine autophosphorylation	peptidyl-tyrosine autophosphorylation	0.0011141143726121	0.0293511510577808	0.0259353424428999	52	-1.80471643601846		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0050900	BP: leukocyte migration	leukocyte migration	0.00122424804375245	0.0318860967759162	0.0281752779447335	11	2.00924259323914		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006103	BP: 2-oxoglutarate metabolic process	2-oxoglutarate metabolic process	0.00133022792856041	0.0342464716360822	0.0302609586790769	16	1.94305249992938		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0048015	BP: phosphatidylinositol-mediated signaling	phosphatidylinositol-mediated signaling	0.00134475673963673	0.0342464716360822	0.0302609586790769	43	-1.80801368296303		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006413	BP: translational initiation	translational initiation	0.00137705371398259	0.0346137585861281	0.030585501754253	22	1.93952983201749		traduccion_ribosoma	Traduccion/ribosoma
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0010880	BP: regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	0.00138938297989694	0.0346137585861281	0.030585501754253	13	1.92484847772421		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0098586	BP: cellular response to virus	cellular response to virus	0.00161129504969861	0.0392881729139278	0.0347159202197102	18	-1.92605903622272		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0002682	BP: regulation of immune system process	regulation of immune system process	0.00160396390526524	0.0392881729139278	0.0347159202197102	16	-1.90938218324603		inmunidad_inflamacion	Inmunidad/inflamacion
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0009113	BP: purine nucleobase biosynthetic process	purine nucleobase biosynthetic process	0.00179134401884038	0.0394784662613668	0.0348840677353126	10	1.98238185118247		other	Otros
