method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0045095	CC: keratin filament	keratin filament	0.000270498319777426	0.00525848733647316	0.00462409759282673	11	1.92027458448953		epidermis_epitelio	Epidermis/epitelio
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0043231	CC: intracellular membrane-bounded organelle	intracellular membrane-bounded organelle	0.000301242816378422	0.00563092341384282	0.00495160256881131	286	1.51976222004532		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0016324	CC: apical plasma membrane	apical plasma membrane	0.000581773705978309	0.0104719267076096	0.00920858185681066	125	1.63866561058262		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0005912	CC: adherens junction	adherens junction	0.000632657241835043	0.0109811221261368	0.00965634737537697	161	1.63032673352278		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005751	CC: mitochondrial respiratory chain complex IV	mitochondrial respiratory chain complex IV	0.000678305761655543	0.0113483700050477	0.00997929006291829	14	-1.94505557810539		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0098978	CC: glutamatergic synapse	glutamatergic synapse	0.000700516666978254	0.0113483700050477	0.00997929006291829	189	1.56655704659482		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0097038	CC: perinuclear endoplasmic reticulum	perinuclear endoplasmic reticulum	0.000913264408213859	0.0143176291094173	0.0125903344561911	12	1.90981319837735		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0016459	CC: myosin complex	myosin complex	0.00101961083742948	0.0154853395934603	0.0136171710525122	69	-1.76463929531881		musculo_sarcomero	Musculo/sarcomero
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005753	CC: mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex	0.00117902063131724	0.0173637583884903	0.0152689753210462	11	-1.91440575762702		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005758	CC: mitochondrial intermembrane space	mitochondrial intermembrane space	0.00166922105779781	0.0238600421791099	0.0209815402311428	41	-1.78090900643124		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005759	CC: mitochondrial matrix	mitochondrial matrix	0.00208512242124614	0.0289534141921606	0.0254604421962686	112	-1.57238250864379		mitocondria_metabolismo	Mitocondria/metabolismo
